mdl-(1,2,0)-228-E3D931FA08483A96	vertices = (vtx-A14-226-n2-0, vtx-A09-151-0-2, vtx-A19-301-0-2)	Δ = 228	bI-odd = ()	bI-even = ([[2,2],[1,-1],[0,1],[0,1]])	(2) : 1 x (irr-A9-10) + 2 x (irr-A9-45)	(3) : 1 x (irr-A19-20) + 2 x (irr-A19-190)	(1,2) : 1 x (irr-A14-15, irr-A9-10)	(1,3) : 1 x (irr-A14-15, irr-A19-20)
mdl-(1,2,0)-228-8F6272C284A47078	vertices = (vtx-A14-226-n2-0, vtx-A10-166-0-2, vtx-A10-166-0-2)	Δ = 228	bI-odd = ()	bI-even = ([[2,2],[1,-1],[0,1],[0,1]])	(1) : 8 x (irr-A14-15)	(2) : 1 x (irr-A10-11) + 2 x (irr-A10-55)	(3) : 1 x (irr-A10-11) + 2 x (irr-A10-55)	(1,2) : 1 x (irr-A14-15, irr-A10-11)	(1,3) : 1 x (irr-A14-15, irr-A10-11)
mdl-(1,2,0)-228-0CC8D593DF6FBEAD	vertices = (vtx-A14-226-n2-0, vtx-A10-166-0-2, vtx-A11-181-0-2)	Δ = 228	bI-odd = ()	bI-even = ([[2,2],[1,-1],[0,1],[0,1]])	(1) : 7 x (irr-A14-15)	(2) : 1 x (irr-A10-11) + 2 x (irr-A10-55)	(3) : 1 x (irr-A11-12) + 2 x (irr-A11-66)	(1,2) : 1 x (irr-A14-15, irr-A10-11)	(1,3) : 1 x (irr-A14-15, irr-A11-12)
mdl-(1,2,0)-228-A2CD72C9BF0185BA	vertices = (vtx-A14-226-n2-0, vtx-A10-166-0-2, vtx-A12-196-0-2)	Δ = 228	bI-odd = ()	bI-even = ([[2,2],[1,-1],[0,1],[0,1]])	(1) : 6 x (irr-A14-15)	(2) : 1 x (irr-A10-11) + 2 x (irr-A10-55)	(3) : 1 x (irr-A12-13) + 2 x (irr-A12-78)	(1,2) : 1 x (irr-A14-15, irr-A10-11)	(1,3) : 1 x (irr-A14-15, irr-A12-13)
mdl-(1,2,0)-228-87421E5F9D1894AC	vertices = (vtx-A14-226-n2-0, vtx-A10-166-0-2, vtx-A13-211-0-2)	Δ = 228	bI-odd = ()	bI-even = ([[2,2],[1,-1],[0,1],[0,1]])	(1) : 5 x (irr-A14-15)	(2) : 1 x (irr-A10-11) + 2 x (irr-A10-55)	(3) : 1 x (irr-A13-14) + 2 x (irr-A13-91)	(1,2) : 1 x (irr-A14-15, irr-A10-11)	(1,3) : 1 x (irr-A14-15, irr-A13-14)
mdl-(1,2,0)-228-3A5D4367218858F6	vertices = (vtx-A14-226-n2-0, vtx-A10-166-0-2, vtx-A14-226-0-2)	Δ = 228	bI-odd = ()	bI-even = ([[2,2],[1,-1],[0,1],[0,1]])	(1) : 4 x (irr-A14-15)	(2) : 1 x (irr-A10-11) + 2 x (irr-A10-55)	(3) : 1 x (irr-A14-15) + 2 x (irr-A14-105)	(1,2) : 1 x (irr-A14-15, irr-A10-11)	(1,3) : 1 x (irr-A14-15, irr-A14-15)
mdl-(1,2,0)-228-A4732E5D87D27FB6	vertices = (vtx-A14-226-n2-0, vtx-A10-166-0-2, vtx-A15-241-0-2)	Δ = 228	bI-odd = ()	bI-even = ([[2,2],[1,-1],[0,1],[0,1]])	(1) : 3 x (irr-A14-15)	(2) : 1 x (irr-A10-11) + 2 x (irr-A10-55)	(3) : 1 x (irr-A15-16) + 2 x (irr-A15-120)	(1,2) : 1 x (irr-A14-15, irr-A10-11)	(1,3) : 1 x (irr-A14-15, irr-A15-16)
mdl-(1,2,0)-228-BAD03AEFFA844280	vertices = (vtx-A14-226-n2-0, vtx-A10-166-0-2, vtx-A16-256-0-2)	Δ = 228	bI-odd = ()	bI-even = ([[2,2],[1,-1],[0,1],[0,1]])	(1) : 2 x (irr-A14-15)	(2) : 1 x (irr-A10-11) + 2 x (irr-A10-55)	(3) : 1 x (irr-A16-17) + 2 x (irr-A16-136)	(1,2) : 1 x (irr-A14-15, irr-A10-11)	(1,3) : 1 x (irr-A14-15, irr-A16-17)
mdl-(1,2,0)-228-7D75F5C8C02FB68F	vertices = (vtx-A14-226-n2-0, vtx-A10-166-0-2, vtx-A17-271-0-2)	Δ = 228	bI-odd = ()	bI-even = ([[2,2],[1,-1],[0,1],[0,1]])	(1) : 1 x (irr-A14-15)	(2) : 1 x (irr-A10-11) + 2 x (irr-A10-55)	(3) : 1 x (irr-A17-18) + 2 x (irr-A17-153)	(1,2) : 1 x (irr-A14-15, irr-A10-11)	(1,3) : 1 x (irr-A14-15, irr-A17-18)
mdl-(1,2,0)-228-95B24B16C00D9EAF	vertices = (vtx-A14-226-n2-0, vtx-A10-166-0-2, vtx-A18-286-0-2)	Δ = 228	bI-odd = ()	bI-even = ([[2,2],[1,-1],[0,1],[0,1]])	(2) : 1 x (irr-A10-11) + 2 x (irr-A10-55)	(3) : 1 x (irr-A18-19) + 2 x (irr-A18-171)	(1,2) : 1 x (irr-A14-15, irr-A10-11)	(1,3) : 1 x (irr-A14-15, irr-A18-19)
mdl-(1,2,0)-228-7FED3C40DF7264BE	vertices = (vtx-A14-226-n2-0, vtx-A11-181-0-2, vtx-A11-181-0-2)	Δ = 228	bI-odd = ()	bI-even = ([[2,2],[1,-1],[0,1],[0,1]])	(1) : 6 x (irr-A14-15)	(2) : 1 x (irr-A11-12) + 2 x (irr-A11-66)	(3) : 1 x (irr-A11-12) + 2 x (irr-A11-66)	(1,2) : 1 x (irr-A14-15, irr-A11-12)	(1,3) : 1 x (irr-A14-15, irr-A11-12)
mdl-(1,2,0)-228-3D9FEEE3492FB2FA	vertices = (vtx-A14-226-n2-0, vtx-A11-181-0-2, vtx-A12-196-0-2)	Δ = 228	bI-odd = ()	bI-even = ([[2,2],[1,-1],[0,1],[0,1]])	(1) : 5 x (irr-A14-15)	(2) : 1 x (irr-A11-12) + 2 x (irr-A11-66)	(3) : 1 x (irr-A12-13) + 2 x (irr-A12-78)	(1,2) : 1 x (irr-A14-15, irr-A11-12)	(1,3) : 1 x (irr-A14-15, irr-A12-13)
mdl-(1,2,0)-228-6F7E860139B4BF49	vertices = (vtx-A14-226-n2-0, vtx-A11-181-0-2, vtx-A13-211-0-2)	Δ = 228	bI-odd = ()	bI-even = ([[2,2],[1,-1],[0,1],[0,1]])	(1) : 4 x (irr-A14-15)	(2) : 1 x (irr-A11-12) + 2 x (irr-A11-66)	(3) : 1 x (irr-A13-14) + 2 x (irr-A13-91)	(1,2) : 1 x (irr-A14-15, irr-A11-12)	(1,3) : 1 x (irr-A14-15, irr-A13-14)
mdl-(1,2,0)-228-676921ACA8E5776F	vertices = (vtx-A14-226-n2-0, vtx-A11-181-0-2, vtx-A14-226-0-2)	Δ = 228	bI-odd = ()	bI-even = ([[2,2],[1,-1],[0,1],[0,1]])	(1) : 3 x (irr-A14-15)	(2) : 1 x (irr-A11-12) + 2 x (irr-A11-66)	(3) : 1 x (irr-A14-15) + 2 x (irr-A14-105)	(1,2) : 1 x (irr-A14-15, irr-A11-12)	(1,3) : 1 x (irr-A14-15, irr-A14-15)
mdl-(1,2,0)-228-2AD524B5B06CCDC0	vertices = (vtx-A14-226-n2-0, vtx-A11-181-0-2, vtx-A15-241-0-2)	Δ = 228	bI-odd = ()	bI-even = ([[2,2],[1,-1],[0,1],[0,1]])	(1) : 2 x (irr-A14-15)	(2) : 1 x (irr-A11-12) + 2 x (irr-A11-66)	(3) : 1 x (irr-A15-16) + 2 x (irr-A15-120)	(1,2) : 1 x (irr-A14-15, irr-A11-12)	(1,3) : 1 x (irr-A14-15, irr-A15-16)
mdl-(1,2,0)-228-D1FFC2586C4592AB	vertices = (vtx-A14-226-n2-0, vtx-A11-181-0-2, vtx-A16-256-0-2)	Δ = 228	bI-odd = ()	bI-even = ([[2,2],[1,-1],[0,1],[0,1]])	(1) : 1 x (irr-A14-15)	(2) : 1 x (irr-A11-12) + 2 x (irr-A11-66)	(3) : 1 x (irr-A16-17) + 2 x (irr-A16-136)	(1,2) : 1 x (irr-A14-15, irr-A11-12)	(1,3) : 1 x (irr-A14-15, irr-A16-17)
mdl-(1,2,0)-228-AFF4D9EB57181B4E	vertices = (vtx-A14-226-n2-0, vtx-A11-181-0-2, vtx-A17-271-0-2)	Δ = 228	bI-odd = ()	bI-even = ([[2,2],[1,-1],[0,1],[0,1]])	(2) : 1 x (irr-A11-12) + 2 x (irr-A11-66)	(3) : 1 x (irr-A17-18) + 2 x (irr-A17-153)	(1,2) : 1 x (irr-A14-15, irr-A11-12)	(1,3) : 1 x (irr-A14-15, irr-A17-18)
mdl-(1,2,0)-228-AF70F94FD3FC7602	vertices = (vtx-A14-226-n2-0, vtx-A12-196-0-2, vtx-A12-196-0-2)	Δ = 228	bI-odd = ()	bI-even = ([[2,2],[1,-1],[0,1],[0,1]])	(1) : 4 x (irr-A14-15)	(2) : 1 x (irr-A12-13) + 2 x (irr-A12-78)	(3) : 1 x (irr-A12-13) + 2 x (irr-A12-78)	(1,2) : 1 x (irr-A14-15, irr-A12-13)	(1,3) : 1 x (irr-A14-15, irr-A12-13)
mdl-(1,2,0)-228-A4CB3B6F7DD97F94	vertices = (vtx-A14-226-n2-0, vtx-A12-196-0-2, vtx-A13-211-0-2)	Δ = 228	bI-odd = ()	bI-even = ([[2,2],[1,-1],[0,1],[0,1]])	(1) : 3 x (irr-A14-15)	(2) : 1 x (irr-A12-13) + 2 x (irr-A12-78)	(3) : 1 x (irr-A13-14) + 2 x (irr-A13-91)	(1,2) : 1 x (irr-A14-15, irr-A12-13)	(1,3) : 1 x (irr-A14-15, irr-A13-14)
mdl-(1,2,0)-228-71D5771805969E11	vertices = (vtx-A14-226-n2-0, vtx-A12-196-0-2, vtx-A14-226-0-2)	Δ = 228	bI-odd = ()	bI-even = ([[2,2],[1,-1],[0,1],[0,1]])	(1) : 2 x (irr-A14-15)	(2) : 1 x (irr-A12-13) + 2 x (irr-A12-78)	(3) : 1 x (irr-A14-15) + 2 x (irr-A14-105)	(1,2) : 1 x (irr-A14-15, irr-A12-13)	(1,3) : 1 x (irr-A14-15, irr-A14-15)
mdl-(1,2,0)-228-C8D35FB21BEAD423	vertices = (vtx-A14-226-n2-0, vtx-A12-196-0-2, vtx-A15-241-0-2)	Δ = 228	bI-odd = ()	bI-even = ([[2,2],[1,-1],[0,1],[0,1]])	(1) : 1 x (irr-A14-15)	(2) : 1 x (irr-A12-13) + 2 x (irr-A12-78)	(3) : 1 x (irr-A15-16) + 2 x (irr-A15-120)	(1,2) : 1 x (irr-A14-15, irr-A12-13)	(1,3) : 1 x (irr-A14-15, irr-A15-16)
mdl-(1,2,0)-228-568142CAB6D266C4	vertices = (vtx-A14-226-n2-0, vtx-A12-196-0-2, vtx-A16-256-0-2)	Δ = 228	bI-odd = ()	bI-even = ([[2,2],[1,-1],[0,1],[0,1]])	(2) : 1 x (irr-A12-13) + 2 x (irr-A12-78)	(3) : 1 x (irr-A16-17) + 2 x (irr-A16-136)	(1,2) : 1 x (irr-A14-15, irr-A12-13)	(1,3) : 1 x (irr-A14-15, irr-A16-17)
mdl-(1,2,0)-228-82B33B1BC4136DDD	vertices = (vtx-A14-226-n2-0, vtx-A13-211-0-2, vtx-A13-211-0-2)	Δ = 228	bI-odd = ()	bI-even = ([[2,2],[1,-1],[0,1],[0,1]])	(1) : 2 x (irr-A14-15)	(2) : 1 x (irr-A13-14) + 2 x (irr-A13-91)	(3) : 1 x (irr-A13-14) + 2 x (irr-A13-91)	(1,2) : 1 x (irr-A14-15, irr-A13-14)	(1,3) : 1 x (irr-A14-15, irr-A13-14)
mdl-(1,2,0)-228-7C39E2C1F6249767	vertices = (vtx-A14-226-n2-0, vtx-A13-211-0-2, vtx-A14-226-0-2)	Δ = 228	bI-odd = ()	bI-even = ([[2,2],[1,-1],[0,1],[0,1]])	(1) : 1 x (irr-A14-15)	(2) : 1 x (irr-A13-14) + 2 x (irr-A13-91)	(3) : 1 x (irr-A14-15) + 2 x (irr-A14-105)	(1,2) : 1 x (irr-A14-15, irr-A13-14)	(1,3) : 1 x (irr-A14-15, irr-A14-15)
mdl-(1,2,0)-228-E63C8822FF5BBC6E	vertices = (vtx-A14-226-n2-0, vtx-A13-211-0-2, vtx-A15-241-0-2)	Δ = 228	bI-odd = ()	bI-even = ([[2,2],[1,-1],[0,1],[0,1]])	(2) : 1 x (irr-A13-14) + 2 x (irr-A13-91)	(3) : 1 x (irr-A15-16) + 2 x (irr-A15-120)	(1,2) : 1 x (irr-A14-15, irr-A13-14)	(1,3) : 1 x (irr-A14-15, irr-A15-16)
mdl-(1,2,0)-228-B2977664B56CB560	vertices = (vtx-A14-226-n2-0, vtx-A14-226-0-2, vtx-A14-226-0-2)	Δ = 228	bI-odd = ()	bI-even = ([[2,2],[1,-1],[0,1],[0,1]])	(2) : 1 x (irr-A14-15) + 2 x (irr-A14-105)	(3) : 1 x (irr-A14-15) + 2 x (irr-A14-105)	(1,2) : 1 x (irr-A14-15, irr-A14-15)	(1,3) : 1 x (irr-A14-15, irr-A14-15)
mdl-(1,2,0)-229-20374142040498EA	vertices = (vtx-A14-226-n2-0, vtx-A03-61-0-2, vtx-A05-92-0-2)	Δ = 229	bI-odd = ()	bI-even = ([[2,2],[1,-1],[0,1],[0,1]])	(1) : 20 x (irr-A14-15)	(2) : 1 x (irr-A3-4) + 2 x (irr-A3-6)	(3) : 2 x (irr-A5-6) + 0.5 x (irr-A5-20-q) + 1 x (irr-A5-15)	(1,2) : 1 x (irr-A14-15, irr-A3-4)	(1,3) : 1 x (irr-A14-15, irr-A5-6)
mdl-(1,2,0)-229-201FDF59032B2EA9	vertices = (vtx-A14-226-n2-0, vtx-A04-76-0-2, vtx-A05-92-0-2)	Δ = 229	bI-odd = ()	bI-even = ([[2,2],[1,-1],[0,1],[0,1]])	(1) : 19 x (irr-A14-15)	(2) : 1 x (irr-A4-5) + 2 x (irr-A4-10)	(3) : 2 x (irr-A5-6) + 0.5 x (irr-A5-20-q) + 1 x (irr-A5-15)	(1,2) : 1 x (irr-A14-15, irr-A4-5)	(1,3) : 1 x (irr-A14-15, irr-A5-6)
mdl-(1,2,0)-229-F330E7E8E4A3B3A5	vertices = (vtx-A14-226-n2-0, vtx-A05-91-0-2, vtx-A05-92-0-2)	Δ = 229	bI-odd = ()	bI-even = ([[2,2],[1,-1],[0,1],[0,1]])	(1) : 18 x (irr-A14-15)	(2) : 1 x (irr-A5-6) + 2 x (irr-A5-15)	(3) : 2 x (irr-A5-6) + 0.5 x (irr-A5-20-q) + 1 x (irr-A5-15)	(1,2) : 1 x (irr-A14-15, irr-A5-6)	(1,3) : 1 x (irr-A14-15, irr-A5-6)
mdl-(1,2,0)-229-2836A771B102D5C9	vertices = (vtx-A14-226-n2-0, vtx-C03-91-0-2, vtx-A05-92-0-2)	Δ = 229	bI-odd = ()	bI-even = ([[2,2],[1,-1],[0,1],[0,1]])	(1) : 18 x (irr-A14-15)	(2) : 2.5 x (irr-C3-6-q) + 0.5 x (irr-C3-14b-q)	(3) : 2 x (irr-A5-6) + 0.5 x (irr-A5-20-q) + 1 x (irr-A5-15)	(1,2) : 1 x (irr-A14-15, irr-C3-6-q)	(1,3) : 1 x (irr-A14-15, irr-A5-6)
mdl-(1,2,0)-229-824D8CF28B43C692	vertices = (vtx-A14-226-n2-0, vtx-A05-92-0-2, vtx-A06-106-0-2)	Δ = 229	bI-odd = ()	bI-even = ([[2,2],[1,-1],[0,1],[0,1]])	(1) : 17 x (irr-A14-15)	(2) : 2 x (irr-A5-6) + 0.5 x (irr-A5-20-q) + 1 x (irr-A5-15)	(3) : 1 x (irr-A6-7) + 2 x (irr-A6-21)	(1,2) : 1 x (irr-A14-15, irr-A5-6)	(1,3) : 1 x (irr-A14-15, irr-A6-7)
mdl-(1,2,0)-229-E012DE9986550C6D	vertices = (vtx-A14-226-n2-0, vtx-A05-92-0-2, vtx-A07-121-0-2)	Δ = 229	bI-odd = ()	bI-even = ([[2,2],[1,-1],[0,1],[0,1]])	(1) : 16 x (irr-A14-15)	(2) : 2 x (irr-A5-6) + 0.5 x (irr-A5-20-q) + 1 x (irr-A5-15)	(3) : 1 x (irr-A7-8) + 2 x (irr-A7-28)	(1,2) : 1 x (irr-A14-15, irr-A5-6)	(1,3) : 1 x (irr-A14-15, irr-A7-8)
mdl-(1,2,0)-229-CEE759AB02F39F7F	vertices = (vtx-A14-226-n2-0, vtx-A05-92-0-2, vtx-A08-136-0-2)	Δ = 229	bI-odd = ()	bI-even = ([[2,2],[1,-1],[0,1],[0,1]])	(1) : 15 x (irr-A14-15)	(2) : 2 x (irr-A5-6) + 0.5 x (irr-A5-20-q) + 1 x (irr-A5-15)	(3) : 1 x (irr-A8-9) + 2 x (irr-A8-36)	(1,2) : 1 x (irr-A14-15, irr-A5-6)	(1,3) : 1 x (irr-A14-15, irr-A8-9)
mdl-(1,2,0)-229-58FDFB769546B07D	vertices = (vtx-A14-226-n2-0, vtx-A05-92-0-2, vtx-A09-151-0-2)	Δ = 229	bI-odd = ()	bI-even = ([[2,2],[1,-1],[0,1],[0,1]])	(1) : 14 x (irr-A14-15)	(2) : 2 x (irr-A5-6) + 0.5 x (irr-A5-20-q) + 1 x (irr-A5-15)	(3) : 1 x (irr-A9-10) + 2 x (irr-A9-45)	(1,2) : 1 x (irr-A14-15, irr-A5-6)	(1,3) : 1 x (irr-A14-15, irr-A9-10)
mdl-(1,2,0)-229-5E8EABA66C08B942	vertices = (vtx-A14-226-n2-0, vtx-A05-92-0-2, vtx-A10-166-0-2)	Δ = 229	bI-odd = ()	bI-even = ([[2,2],[1,-1],[0,1],[0,1]])	(1) : 13 x (irr-A14-15)	(2) : 2 x (irr-A5-6) + 0.5 x (irr-A5-20-q) + 1 x (irr-A5-15)	(3) : 1 x (irr-A10-11) + 2 x (irr-A10-55)	(1,2) : 1 x (irr-A14-15, irr-A5-6)	(1,3) : 1 x (irr-A14-15, irr-A10-11)
mdl-(1,2,0)-229-980CC3F26BEE97A4	vertices = (vtx-A14-226-n2-0, vtx-A05-92-0-2, vtx-A11-181-0-2)	Δ = 229	bI-odd = ()	bI-even = ([[2,2],[1,-1],[0,1],[0,1]])	(1) : 12 x (irr-A14-15)	(2) : 2 x (irr-A5-6) + 0.5 x (irr-A5-20-q) + 1 x (irr-A5-15)	(3) : 1 x (irr-A11-12) + 2 x (irr-A11-66)	(1,2) : 1 x (irr-A14-15, irr-A5-6)	(1,3) : 1 x (irr-A14-15, irr-A11-12)
mdl-(1,2,0)-229-4D5170D6AC21FED1	vertices = (vtx-A14-226-n2-0, vtx-A05-92-0-2, vtx-A12-196-0-2)	Δ = 229	bI-odd = ()	bI-even = ([[2,2],[1,-1],[0,1],[0,1]])	(1) : 11 x (irr-A14-15)	(2) : 2 x (irr-A5-6) + 0.5 x (irr-A5-20-q) + 1 x (irr-A5-15)	(3) : 1 x (irr-A12-13) + 2 x (irr-A12-78)	(1,2) : 1 x (irr-A14-15, irr-A5-6)	(1,3) : 1 x (irr-A14-15, irr-A12-13)
mdl-(1,2,0)-229-D038EEB55228709F	vertices = (vtx-A14-226-n2-0, vtx-A05-92-0-2, vtx-A13-211-0-2)	Δ = 229	bI-odd = ()	bI-even = ([[2,2],[1,-1],[0,1],[0,1]])	(1) : 10 x (irr-A14-15)	(2) : 2 x (irr-A5-6) + 0.5 x (irr-A5-20-q) + 1 x (irr-A5-15)	(3) : 1 x (irr-A13-14) + 2 x (irr-A13-91)	(1,2) : 1 x (irr-A14-15, irr-A5-6)	(1,3) : 1 x (irr-A14-15, irr-A13-14)
mdl-(1,2,0)-229-8759275FDE99DE1C	vertices = (vtx-A14-226-n2-0, vtx-A05-92-0-2, vtx-A14-226-0-2)	Δ = 229	bI-odd = ()	bI-even = ([[2,2],[1,-1],[0,1],[0,1]])	(1) : 9 x (irr-A14-15)	(2) : 2 x (irr-A5-6) + 0.5 x (irr-A5-20-q) + 1 x (irr-A5-15)	(3) : 1 x (irr-A14-15) + 2 x (irr-A14-105)	(1,2) : 1 x (irr-A14-15, irr-A5-6)	(1,3) : 1 x (irr-A14-15, irr-A14-15)
mdl-(1,2,0)-229-553983E97D50F11F	vertices = (vtx-A14-226-n2-0, vtx-A05-92-0-2, vtx-A15-241-0-2)	Δ = 229	bI-odd = ()	bI-even = ([[2,2],[1,-1],[0,1],[0,1]])	(1) : 8 x (irr-A14-15)	(2) : 2 x (irr-A5-6) + 0.5 x (irr-A5-20-q) + 1 x (irr-A5-15)	(3) : 1 x (irr-A15-16) + 2 x (irr-A15-120)	(1,2) : 1 x (irr-A14-15, irr-A5-6)	(1,3) : 1 x (irr-A14-15, irr-A15-16)
mdl-(1,2,0)-229-421F2F24E8F5A8E7	vertices = (vtx-A14-226-n2-0, vtx-A05-92-0-2, vtx-A16-256-0-2)	Δ = 229	bI-odd = ()	bI-even = ([[2,2],[1,-1],[0,1],[0,1]])	(1) : 7 x (irr-A14-15)	(2) : 2 x (irr-A5-6) + 0.5 x (irr-A5-20-q) + 1 x (irr-A5-15)	(3) : 1 x (irr-A16-17) + 2 x (irr-A16-136)	(1,2) : 1 x (irr-A14-15, irr-A5-6)	(1,3) : 1 x (irr-A14-15, irr-A16-17)
mdl-(1,2,0)-229-CD16F987383336CE	vertices = (vtx-A14-226-n2-0, vtx-A05-92-0-2, vtx-A17-271-0-2)	Δ = 229	bI-odd = ()	bI-even = ([[2,2],[1,-1],[0,1],[0,1]])	(1) : 6 x (irr-A14-15)	(2) : 2 x (irr-A5-6) + 0.5 x (irr-A5-20-q) + 1 x (irr-A5-15)	(3) : 1 x (irr-A17-18) + 2 x (irr-A17-153)	(1,2) : 1 x (irr-A14-15, irr-A5-6)	(1,3) : 1 x (irr-A14-15, irr-A17-18)
mdl-(1,2,0)-229-3EC7170117133F3E	vertices = (vtx-A14-226-n2-0, vtx-A05-92-0-2, vtx-A18-286-0-2)	Δ = 229	bI-odd = ()	bI-even = ([[2,2],[1,-1],[0,1],[0,1]])	(1) : 5 x (irr-A14-15)	(2) : 2 x (irr-A5-6) + 0.5 x (irr-A5-20-q) + 1 x (irr-A5-15)	(3) : 1 x (irr-A18-19) + 2 x (irr-A18-171)	(1,2) : 1 x (irr-A14-15, irr-A5-6)	(1,3) : 1 x (irr-A14-15, irr-A18-19)
mdl-(1,2,0)-229-8A5A17DC80D6D06D	vertices = (vtx-A14-226-n2-0, vtx-A05-92-0-2, vtx-A19-301-0-2)	Δ = 229	bI-odd = ()	bI-even = ([[2,2],[1,-1],[0,1],[0,1]])	(1) : 4 x (irr-A14-15)	(2) : 2 x (irr-A5-6) + 0.5 x (irr-A5-20-q) + 1 x (irr-A5-15)	(3) : 1 x (irr-A19-20) + 2 x (irr-A19-190)	(1,2) : 1 x (irr-A14-15, irr-A5-6)	(1,3) : 1 x (irr-A14-15, irr-A19-20)
mdl-(1,2,0)-229-1F0774C14A074658	vertices = (vtx-A14-226-n2-0, vtx-A05-92-0-2, vtx-A20-316-0-2)	Δ = 229	bI-odd = ()	bI-even = ([[2,2],[1,-1],[0,1],[0,1]])	(1) : 3 x (irr-A14-15)	(2) : 2 x (irr-A5-6) + 0.5 x (irr-A5-20-q) + 1 x (irr-A5-15)	(3) : 1 x (irr-A20-21) + 2 x (irr-A20-210)	(1,2) : 1 x (irr-A14-15, irr-A5-6)	(1,3) : 1 x (irr-A14-15, irr-A20-21)
mdl-(1,2,0)-229-64E8675F20CAD498	vertices = (vtx-A14-226-n2-0, vtx-A05-92-0-2, vtx-A21-331-0-2)	Δ = 229	bI-odd = ()	bI-even = ([[2,2],[1,-1],[0,1],[0,1]])	(1) : 2 x (irr-A14-15)	(2) : 2 x (irr-A5-6) + 0.5 x (irr-A5-20-q) + 1 x (irr-A5-15)	(3) : 1 x (irr-A21-22) + 2 x (irr-A21-231)	(1,2) : 1 x (irr-A14-15, irr-A5-6)	(1,3) : 1 x (irr-A14-15, irr-A21-22)
mdl-(1,2,0)-229-A59633849C70867A	vertices = (vtx-A14-226-n2-0, vtx-A05-92-0-2, vtx-A22-346-0-2)	Δ = 229	bI-odd = ()	bI-even = ([[2,2],[1,-1],[0,1],[0,1]])	(1) : 1 x (irr-A14-15)	(2) : 2 x (irr-A5-6) + 0.5 x (irr-A5-20-q) + 1 x (irr-A5-15)	(3) : 1 x (irr-A22-23) + 2 x (irr-A22-253)	(1,2) : 1 x (irr-A14-15, irr-A5-6)	(1,3) : 1 x (irr-A14-15, irr-A22-23)
mdl-(1,2,0)-229-87D4DA78E23195F4	vertices = (vtx-A14-226-n2-0, vtx-A05-92-0-2, vtx-A23-361-0-2)	Δ = 229	bI-odd = ()	bI-even = ([[2,2],[1,-1],[0,1],[0,1]])	(2) : 2 x (irr-A5-6) + 0.5 x (irr-A5-20-q) + 1 x (irr-A5-15)	(3) : 1 x (irr-A23-24) + 2 x (irr-A23-276)	(1,2) : 1 x (irr-A14-15, irr-A5-6)	(1,3) : 1 x (irr-A14-15, irr-A23-24)
mdl-(1,2,0)-230-6C2ACFAA817DED05	vertices = (vtx-A14-226-n2-0, vtx-A03-61-0-2, vtx-A05-93-0-2)	Δ = 230	bI-odd = ()	bI-even = ([[2,2],[1,-1],[0,1],[0,1]])	(1) : 20 x (irr-A14-15)	(2) : 1 x (irr-A3-4) + 2 x (irr-A3-6)	(3) : 3 x (irr-A5-6) + 1 x (irr-A5-20-q)	(1,2) : 1 x (irr-A14-15, irr-A3-4)	(1,3) : 1 x (irr-A14-15, irr-A5-6)
mdl-(1,2,0)-230-1D0311FB926EE3AD	vertices = (vtx-A14-226-n2-0, vtx-A04-76-0-2, vtx-A05-93-0-2)	Δ = 230	bI-odd = ()	bI-even = ([[2,2],[1,-1],[0,1],[0,1]])	(1) : 19 x (irr-A14-15)	(2) : 1 x (irr-A4-5) + 2 x (irr-A4-10)	(3) : 3 x (irr-A5-6) + 1 x (irr-A5-20-q)	(1,2) : 1 x (irr-A14-15, irr-A4-5)	(1,3) : 1 x (irr-A14-15, irr-A5-6)
mdl-(1,2,0)-230-D15B0575FFB9C8B6	vertices = (vtx-A14-226-n2-0, vtx-A05-91-0-2, vtx-A05-93-0-2)	Δ = 230	bI-odd = ()	bI-even = ([[2,2],[1,-1],[0,1],[0,1]])	(1) : 18 x (irr-A14-15)	(2) : 1 x (irr-A5-6) + 2 x (irr-A5-15)	(3) : 3 x (irr-A5-6) + 1 x (irr-A5-20-q)	(1,2) : 1 x (irr-A14-15, irr-A5-6)	(1,3) : 1 x (irr-A14-15, irr-A5-6)
mdl-(1,2,0)-230-605BBF49E6290323	vertices = (vtx-A14-226-n2-0, vtx-C03-91-0-2, vtx-A05-93-0-2)	Δ = 230	bI-odd = ()	bI-even = ([[2,2],[1,-1],[0,1],[0,1]])	(1) : 18 x (irr-A14-15)	(2) : 2.5 x (irr-C3-6-q) + 0.5 x (irr-C3-14b-q)	(3) : 3 x (irr-A5-6) + 1 x (irr-A5-20-q)	(1,2) : 1 x (irr-A14-15, irr-C3-6-q)	(1,3) : 1 x (irr-A14-15, irr-A5-6)
mdl-(1,2,0)-230-36BF3625A727DED4	vertices = (vtx-A14-226-n2-0, vtx-A05-92-0-2, vtx-A05-92-0-2)	Δ = 230	bI-odd = ()	bI-even = ([[2,2],[1,-1],[0,1],[0,1]])	(1) : 18 x (irr-A14-15)	(2) : 2 x (irr-A5-6) + 0.5 x (irr-A5-20-q) + 1 x (irr-A5-15)	(3) : 2 x (irr-A5-6) + 0.5 x (irr-A5-20-q) + 1 x (irr-A5-15)	(1,2) : 1 x (irr-A14-15, irr-A5-6)	(1,3) : 1 x (irr-A14-15, irr-A5-6)
