vtx-A03-17-n2-0	Δ = 17	bi.bi = -2	b0.bi = 0	hypers = 8 x (irr-A3-4)
vtx-A03-248-119-31-b	Δ = 248	bi.bi = 119	b0.bi = 31	hypers = 4 x (irr-A3-4) + 1 x (irr-A3-6) + 6 x (irr-A3-10) + 3 x (irr-A3-20a) + 2 x (irr-A3-20b) + 1 x (irr-A3-36) + 1 x (irr-A3-45)
vtx-A03-248-119-31-d	Δ = 248	bi.bi = 119	b0.bi = 31	hypers = 2 x (irr-A3-4) + 1 x (irr-A3-6) + 6 x (irr-A3-10) + 3 x (irr-A3-15) + 1 x (irr-A3-20a) + 2 x (irr-A3-20b) + 1 x (irr-A3-20c) + 1 x (irr-A3-64)
vtx-A03-248-119-31-e	Δ = 248	bi.bi = 119	b0.bi = 31	hypers = 3 x (irr-A3-4) + 1 x (irr-A3-6) + 6 x (irr-A3-10) + 4 x (irr-A3-20a) + 2 x (irr-A3-20b) + 1 x (irr-A3-20c) + 1 x (irr-A3-45)
vtx-A03-248-119-31-h	Δ = 248	bi.bi = 119	b0.bi = 31	hypers = 2 x (irr-A3-4) + 5 x (irr-A3-10) + 4 x (irr-A3-15) + 1 x (irr-A3-20a) + 3 x (irr-A3-20b) + 1 x (irr-A3-20c) + 1 x (irr-A3-45)
vtx-A03-248-119-31-i	Δ = 248	bi.bi = 119	b0.bi = 31	hypers = 3 x (irr-A3-4) + 5 x (irr-A3-10) + 4 x (irr-A3-15) + 3 x (irr-A3-20b) + 1 x (irr-A3-36) + 1 x (irr-A3-45)
vtx-A03-248-128-32-a	Δ = 248	bi.bi = 128	b0.bi = 32	hypers = 9 x (irr-A3-15) + 2 x (irr-A3-64)
vtx-A03-248-128-32-c	Δ = 248	bi.bi = 128	b0.bi = 32	hypers = 1 x (irr-A3-4) + 6 x (irr-A3-15) + 3 x (irr-A3-20a) + 1 x (irr-A3-45) + 1 x (irr-A3-64)
vtx-A03-248-135-33-c	Δ = 248	bi.bi = 135	b0.bi = 33	hypers = 2 x (irr-A3-4) + 7 x (irr-A3-10) + 1 x (irr-A3-15) + 2 x (irr-A3-20a) + 2 x (irr-A3-20b) + 2 x (irr-A3-45)
vtx-A03-248-135-33-e	Δ = 248	bi.bi = 135	b0.bi = 33	hypers = 2 x (irr-A3-4) + 1 x (irr-A3-6) + 8 x (irr-A3-10) + 2 x (irr-A3-20a) + 1 x (irr-A3-20b) + 1 x (irr-A3-45) + 1 x (irr-A3-64)
vtx-A03-248-160-36-a	Δ = 248	bi.bi = 160	b0.bi = 36	hypers = 6 x (irr-A3-15) + 1 x (irr-A3-45) + 2 x (irr-A3-64)
vtx-A03-248-192-40-a	Δ = 248	bi.bi = 192	b0.bi = 40	hypers = 1 x (irr-A3-4) + 3 x (irr-A3-20a) + 3 x (irr-A3-45) + 1 x (irr-A3-64)
vtx-A03-248-192-40-b	Δ = 248	bi.bi = 192	b0.bi = 40	hypers = 3 x (irr-A3-15) + 2 x (irr-A3-45) + 2 x (irr-A3-64)
vtx-A03-249-21-13	Δ = 249	bi.bi = 21	b0.bi = 13	hypers = 52 x (irr-A3-4) + 1 x (irr-A3-6) + 2 x (irr-A3-15) + 1 x (irr-A3-20b)
vtx-A03-249-25-15	Δ = 249	bi.bi = 25	b0.bi = 15	hypers = 20 x (irr-A3-4) + 19 x (irr-A3-6) + 4 x (irr-A3-10) + 2 x (irr-A3-15)
vtx-A03-249-27-15	Δ = 249	bi.bi = 27	b0.bi = 15	hypers = 34 x (irr-A3-4) + 8 x (irr-A3-6) + 1 x (irr-A3-10) + 2 x (irr-A3-15) + 2 x (irr-A3-20a)
vtx-A03-249-30-16	Δ = 249	bi.bi = 30	b0.bi = 16	hypers = 19 x (irr-A3-4) + 18 x (irr-A3-6) + 6 x (irr-A3-10) + 1 x (irr-A3-20a)
vtx-A03-249-32-16-a	Δ = 249	bi.bi = 32	b0.bi = 16	hypers = 33 x (irr-A3-4) + 7 x (irr-A3-6) + 3 x (irr-A3-10) + 3 x (irr-A3-20a)
vtx-A03-249-32-16-b	Δ = 249	bi.bi = 32	b0.bi = 16	hypers = 32 x (irr-A3-4) + 6 x (irr-A3-6) + 2 x (irr-A3-10) + 4 x (irr-A3-15) + 1 x (irr-A3-20b)
vtx-A03-249-33-17	Δ = 249	bi.bi = 33	b0.bi = 17	hypers = 15 x (irr-A3-4) + 14 x (irr-A3-6) + 1 x (irr-A3-10) + 6 x (irr-A3-15) + 1 x (irr-A3-20a)
vtx-A03-249-36-18	Δ = 249	bi.bi = 36	b0.bi = 18	hypers = 24 x (irr-A3-6) + 6 x (irr-A3-10) + 4 x (irr-A3-15)
vtx-A03-249-40-18-a	Δ = 249	bi.bi = 40	b0.bi = 18	hypers = 28 x (irr-A3-4) + 2 x (irr-A3-6) + 4 x (irr-A3-15) + 4 x (irr-A3-20a)
vtx-A03-249-40-18-b	Δ = 249	bi.bi = 40	b0.bi = 18	hypers = 16 x (irr-A3-4) + 15 x (irr-A3-6) + 9 x (irr-A3-10) + 1 x (irr-A3-20b)
vtx-A03-249-45-19-a	Δ = 249	bi.bi = 45	b0.bi = 19	hypers = 27 x (irr-A3-4) + 1 x (irr-A3-6) + 2 x (irr-A3-10) + 2 x (irr-A3-15) + 5 x (irr-A3-20a)
vtx-A03-249-45-19-b	Δ = 249	bi.bi = 45	b0.bi = 19	hypers = 26 x (irr-A3-4) + 1 x (irr-A3-10) + 6 x (irr-A3-15) + 2 x (irr-A3-20a) + 1 x (irr-A3-20b)
vtx-A03-249-48-20-a	Δ = 249	bi.bi = 48	b0.bi = 20	hypers = 11 x (irr-A3-4) + 10 x (irr-A3-6) + 6 x (irr-A3-10) + 4 x (irr-A3-15) + 1 x (irr-A3-20a) + 1 x (irr-A3-20b)
vtx-A03-249-48-20-b	Δ = 249	bi.bi = 48	b0.bi = 20	hypers = 12 x (irr-A3-4) + 11 x (irr-A3-6) + 7 x (irr-A3-10) + 4 x (irr-A3-20a)
vtx-A03-249-50-20	Δ = 249	bi.bi = 50	b0.bi = 20	hypers = 26 x (irr-A3-4) + 4 x (irr-A3-10) + 6 x (irr-A3-20a)
vtx-A03-249-56-22-a	Δ = 249	bi.bi = 56	b0.bi = 22	hypers = 7 x (irr-A3-4) + 6 x (irr-A3-6) + 4 x (irr-A3-10) + 4 x (irr-A3-15) + 5 x (irr-A3-20a)
vtx-A03-249-56-22-b	Δ = 249	bi.bi = 56	b0.bi = 22	hypers = 6 x (irr-A3-4) + 5 x (irr-A3-6) + 3 x (irr-A3-10) + 8 x (irr-A3-15) + 2 x (irr-A3-20a) + 1 x (irr-A3-20b)
vtx-A03-249-63-23	Δ = 249	bi.bi = 63	b0.bi = 23	hypers = 7 x (irr-A3-4) + 6 x (irr-A3-6) + 11 x (irr-A3-10) + 2 x (irr-A3-15) + 1 x (irr-A3-20a) + 2 x (irr-A3-20b)
vtx-A03-249-64-24-a	Δ = 249	bi.bi = 64	b0.bi = 24	hypers = 1 x (irr-A3-4) + 12 x (irr-A3-15) + 3 x (irr-A3-20a) + 1 x (irr-A3-20b)
vtx-A03-249-64-24-b	Δ = 249	bi.bi = 64	b0.bi = 24	hypers = 2 x (irr-A3-4) + 1 x (irr-A3-6) + 1 x (irr-A3-10) + 8 x (irr-A3-15) + 6 x (irr-A3-20a)
vtx-A03-249-72-24-a	Δ = 249	bi.bi = 72	b0.bi = 24	hypers = 8 x (irr-A3-4) + 6 x (irr-A3-6) + 2 x (irr-A3-10) + 4 x (irr-A3-15) + 3 x (irr-A3-20a) + 1 x (irr-A3-20b) + 1 x (irr-A3-36)
vtx-A03-249-72-24-b	Δ = 249	bi.bi = 72	b0.bi = 24	hypers = 6 x (irr-A3-4) + 5 x (irr-A3-6) + 1 x (irr-A3-10) + 8 x (irr-A3-15) + 1 x (irr-A3-20a) + 2 x (irr-A3-20b) + 1 x (irr-A3-20c)
vtx-A03-249-72-24-c	Δ = 249	bi.bi = 72	b0.bi = 24	hypers = 7 x (irr-A3-4) + 5 x (irr-A3-6) + 1 x (irr-A3-10) + 8 x (irr-A3-15) + 2 x (irr-A3-20b) + 1 x (irr-A3-36)
vtx-A03-249-72-24-d	Δ = 249	bi.bi = 72	b0.bi = 24	hypers = 7 x (irr-A3-4) + 6 x (irr-A3-6) + 2 x (irr-A3-10) + 4 x (irr-A3-15) + 4 x (irr-A3-20a) + 1 x (irr-A3-20b) + 1 x (irr-A3-20c)
vtx-A03-249-72-24-e	Δ = 249	bi.bi = 72	b0.bi = 24	hypers = 8 x (irr-A3-4) + 7 x (irr-A3-6) + 3 x (irr-A3-10) + 7 x (irr-A3-20a) + 1 x (irr-A3-20c)
vtx-A03-249-72-24-f	Δ = 249	bi.bi = 72	b0.bi = 24	hypers = 9 x (irr-A3-4) + 7 x (irr-A3-6) + 3 x (irr-A3-10) + 6 x (irr-A3-20a) + 1 x (irr-A3-36)
vtx-A03-249-77-25-a	Δ = 249	bi.bi = 77	b0.bi = 25	hypers = 6 x (irr-A3-4) + 5 x (irr-A3-6) + 4 x (irr-A3-10) + 2 x (irr-A3-15) + 5 x (irr-A3-20a) + 1 x (irr-A3-20b) + 1 x (irr-A3-20c)
vtx-A03-249-77-25-b	Δ = 249	bi.bi = 77	b0.bi = 25	hypers = 6 x (irr-A3-4) + 4 x (irr-A3-6) + 3 x (irr-A3-10) + 6 x (irr-A3-15) + 1 x (irr-A3-20a) + 2 x (irr-A3-20b) + 1 x (irr-A3-36)
vtx-A03-249-77-25-c	Δ = 249	bi.bi = 77	b0.bi = 25	hypers = 5 x (irr-A3-4) + 4 x (irr-A3-6) + 3 x (irr-A3-10) + 6 x (irr-A3-15) + 2 x (irr-A3-20a) + 2 x (irr-A3-20b) + 1 x (irr-A3-20c)
vtx-A03-249-77-25-d	Δ = 249	bi.bi = 77	b0.bi = 25	hypers = 7 x (irr-A3-4) + 5 x (irr-A3-6) + 4 x (irr-A3-10) + 2 x (irr-A3-15) + 4 x (irr-A3-20a) + 1 x (irr-A3-20b) + 1 x (irr-A3-36)
vtx-A03-249-80-26-b	Δ = 249	bi.bi = 80	b0.bi = 26	hypers = 4 x (irr-A3-4) + 2 x (irr-A3-6) + 4 x (irr-A3-15) + 7 x (irr-A3-20a) + 1 x (irr-A3-36)
vtx-A03-249-84-26-a	Δ = 249	bi.bi = 84	b0.bi = 26	hypers = 6 x (irr-A3-4) + 5 x (irr-A3-6) + 11 x (irr-A3-10) + 1 x (irr-A3-20a) + 3 x (irr-A3-20b) + 1 x (irr-A3-20c)
vtx-A03-249-84-26-b	Δ = 249	bi.bi = 84	b0.bi = 26	hypers = 7 x (irr-A3-4) + 5 x (irr-A3-6) + 11 x (irr-A3-10) + 3 x (irr-A3-20b) + 1 x (irr-A3-36)
vtx-A03-249-96-28-a	Δ = 249	bi.bi = 96	b0.bi = 28	hypers = 1 x (irr-A3-4) + 9 x (irr-A3-15) + 3 x (irr-A3-20a) + 1 x (irr-A3-20b) + 1 x (irr-A3-45)
vtx-A03-249-96-28-b	Δ = 249	bi.bi = 96	b0.bi = 28	hypers = 12 x (irr-A3-15) + 1 x (irr-A3-20b) + 1 x (irr-A3-64)
vtx-A03-249-96-28-c	Δ = 249	bi.bi = 96	b0.bi = 28	hypers = 1 x (irr-A3-4) + 1 x (irr-A3-6) + 1 x (irr-A3-10) + 8 x (irr-A3-15) + 3 x (irr-A3-20a) + 1 x (irr-A3-64)
vtx-A03-249-96-28-d	Δ = 249	bi.bi = 96	b0.bi = 28	hypers = 2 x (irr-A3-4) + 1 x (irr-A3-6) + 1 x (irr-A3-10) + 5 x (irr-A3-15) + 6 x (irr-A3-20a) + 1 x (irr-A3-45)
vtx-A03-249-98-28-a	Δ = 249	bi.bi = 98	b0.bi = 28	hypers = 7 x (irr-A3-4) + 4 x (irr-A3-6) + 4 x (irr-A3-10) + 3 x (irr-A3-20a) + 2 x (irr-A3-20b) + 2 x (irr-A3-36)
vtx-A03-249-98-28-b	Δ = 249	bi.bi = 98	b0.bi = 28	hypers = 4 x (irr-A3-4) + 3 x (irr-A3-6) + 3 x (irr-A3-10) + 4 x (irr-A3-15) + 2 x (irr-A3-20a) + 3 x (irr-A3-20b) + 2 x (irr-A3-20c)
vtx-A03-249-98-28-c	Δ = 249	bi.bi = 98	b0.bi = 28	hypers = 6 x (irr-A3-4) + 4 x (irr-A3-6) + 4 x (irr-A3-10) + 4 x (irr-A3-20a) + 2 x (irr-A3-20b) + 1 x (irr-A3-20c) + 1 x (irr-A3-36)
vtx-A03-249-98-28-d	Δ = 249	bi.bi = 98	b0.bi = 28	hypers = 3 x (irr-A3-4) + 3 x (irr-A3-6) + 7 x (irr-A3-10) + 4 x (irr-A3-15) + 1 x (irr-A3-20a) + 1 x (irr-A3-20b) + 1 x (irr-A3-64)
vtx-A03-249-98-28-e	Δ = 249	bi.bi = 98	b0.bi = 28	hypers = 4 x (irr-A3-4) + 3 x (irr-A3-6) + 7 x (irr-A3-10) + 1 x (irr-A3-15) + 4 x (irr-A3-20a) + 1 x (irr-A3-20b) + 1 x (irr-A3-45)
vtx-A03-249-98-28-f	Δ = 249	bi.bi = 98	b0.bi = 28	hypers = 5 x (irr-A3-4) + 3 x (irr-A3-6) + 3 x (irr-A3-10) + 4 x (irr-A3-15) + 1 x (irr-A3-20a) + 3 x (irr-A3-20b) + 1 x (irr-A3-20c) + 1 x (irr-A3-36)
vtx-A03-249-98-28-g	Δ = 249	bi.bi = 98	b0.bi = 28	hypers = 5 x (irr-A3-4) + 4 x (irr-A3-6) + 4 x (irr-A3-10) + 5 x (irr-A3-20a) + 2 x (irr-A3-20b) + 2 x (irr-A3-20c)
vtx-A03-249-98-28-h	Δ = 249	bi.bi = 98	b0.bi = 28	hypers = 4 x (irr-A3-4) + 4 x (irr-A3-6) + 8 x (irr-A3-10) + 4 x (irr-A3-20a) + 1 x (irr-A3-64)
vtx-A03-249-98-28-i	Δ = 249	bi.bi = 98	b0.bi = 28	hypers = 3 x (irr-A3-4) + 2 x (irr-A3-6) + 6 x (irr-A3-10) + 5 x (irr-A3-15) + 1 x (irr-A3-20a) + 2 x (irr-A3-20b) + 1 x (irr-A3-45)
vtx-A03-249-98-28-j	Δ = 249	bi.bi = 98	b0.bi = 28	hypers = 6 x (irr-A3-4) + 3 x (irr-A3-6) + 3 x (irr-A3-10) + 4 x (irr-A3-15) + 3 x (irr-A3-20b) + 2 x (irr-A3-36)
vtx-A03-249-108-30-a	Δ = 249	bi.bi = 108	b0.bi = 30	hypers = 3 x (irr-A3-4) + 1 x (irr-A3-6) + 7 x (irr-A3-10) + 3 x (irr-A3-20a) + 3 x (irr-A3-20b) + 1 x (irr-A3-20c) + 1 x (irr-A3-36)
vtx-A03-249-108-30-b	Δ = 249	bi.bi = 108	b0.bi = 30	hypers = 2 x (irr-A3-4) + 1 x (irr-A3-6) + 7 x (irr-A3-10) + 4 x (irr-A3-20a) + 3 x (irr-A3-20b) + 2 x (irr-A3-20c)
vtx-A03-249-108-30-c	Δ = 249	bi.bi = 108	b0.bi = 30	hypers = 1 x (irr-A3-4) + 10 x (irr-A3-10) + 1 x (irr-A3-15) + 3 x (irr-A3-20a) + 2 x (irr-A3-20b) + 1 x (irr-A3-45)
vtx-A03-249-108-30-d	Δ = 249	bi.bi = 108	b0.bi = 30	hypers = 1 x (irr-A3-4) + 1 x (irr-A3-6) + 11 x (irr-A3-10) + 3 x (irr-A3-20a) + 1 x (irr-A3-20b) + 1 x (irr-A3-64)
vtx-A03-249-108-30-e	Δ = 249	bi.bi = 108	b0.bi = 30	hypers = 4 x (irr-A3-4) + 1 x (irr-A3-6) + 7 x (irr-A3-10) + 2 x (irr-A3-20a) + 3 x (irr-A3-20b) + 2 x (irr-A3-36)
vtx-A03-249-108-30-f	Δ = 249	bi.bi = 108	b0.bi = 30	hypers = 1 x (irr-A3-4) + 6 x (irr-A3-10) + 4 x (irr-A3-15) + 1 x (irr-A3-20a) + 4 x (irr-A3-20b) + 2 x (irr-A3-20c)
vtx-A03-249-108-30-g	Δ = 249	bi.bi = 108	b0.bi = 30	hypers = 10 x (irr-A3-10) + 4 x (irr-A3-15) + 2 x (irr-A3-20b) + 1 x (irr-A3-64)
vtx-A03-249-108-30-h	Δ = 249	bi.bi = 108	b0.bi = 30	hypers = 2 x (irr-A3-4) + 6 x (irr-A3-10) + 4 x (irr-A3-15) + 4 x (irr-A3-20b) + 1 x (irr-A3-20c) + 1 x (irr-A3-36)
vtx-A03-249-112-30-a	Δ = 249	bi.bi = 112	b0.bi = 30	hypers = 3 x (irr-A3-4) + 2 x (irr-A3-6) + 1 x (irr-A3-15) + 8 x (irr-A3-20a) + 1 x (irr-A3-20c) + 1 x (irr-A3-45)
vtx-A03-249-112-30-c	Δ = 249	bi.bi = 112	b0.bi = 30	hypers = 3 x (irr-A3-4) + 2 x (irr-A3-6) + 4 x (irr-A3-15) + 4 x (irr-A3-20a) + 1 x (irr-A3-36) + 1 x (irr-A3-64)
vtx-A03-249-112-30-d	Δ = 249	bi.bi = 112	b0.bi = 30	hypers = 4 x (irr-A3-4) + 2 x (irr-A3-6) + 1 x (irr-A3-15) + 7 x (irr-A3-20a) + 1 x (irr-A3-36) + 1 x (irr-A3-45)
vtx-A03-249-119-31-e	Δ = 249	bi.bi = 119	b0.bi = 31	hypers = 3 x (irr-A3-4) + 1 x (irr-A3-6) + 6 x (irr-A3-10) + 3 x (irr-A3-15) + 3 x (irr-A3-20b) + 1 x (irr-A3-36) + 1 x (irr-A3-45)
vtx-A03-249-119-31-g	Δ = 249	bi.bi = 119	b0.bi = 31	hypers = 2 x (irr-A3-4) + 1 x (irr-A3-6) + 6 x (irr-A3-10) + 3 x (irr-A3-15) + 1 x (irr-A3-20a) + 3 x (irr-A3-20b) + 1 x (irr-A3-20c) + 1 x (irr-A3-45)
vtx-A03-249-128-32-a	Δ = 249	bi.bi = 128	b0.bi = 32	hypers = 1 x (irr-A3-4) + 1 x (irr-A3-6) + 1 x (irr-A3-10) + 5 x (irr-A3-15) + 3 x (irr-A3-20a) + 1 x (irr-A3-45) + 1 x (irr-A3-64)
vtx-A03-249-128-32-b	Δ = 249	bi.bi = 128	b0.bi = 32	hypers = 9 x (irr-A3-15) + 1 x (irr-A3-20b) + 1 x (irr-A3-45) + 1 x (irr-A3-64)
vtx-A03-249-128-32-c	Δ = 249	bi.bi = 128	b0.bi = 32	hypers = 1 x (irr-A3-6) + 1 x (irr-A3-10) + 8 x (irr-A3-15) + 2 x (irr-A3-64)
vtx-A03-249-128-32-d	Δ = 249	bi.bi = 128	b0.bi = 32	hypers = 1 x (irr-A3-4) + 6 x (irr-A3-15) + 3 x (irr-A3-20a) + 1 x (irr-A3-20b) + 2 x (irr-A3-45)
vtx-A03-249-135-33-e	Δ = 249	bi.bi = 135	b0.bi = 33	hypers = 2 x (irr-A3-4) + 1 x (irr-A3-6) + 8 x (irr-A3-10) + 2 x (irr-A3-20a) + 2 x (irr-A3-20b) + 2 x (irr-A3-45)
vtx-A03-249-160-36-a	Δ = 249	bi.bi = 160	b0.bi = 36	hypers = 1 x (irr-A3-6) + 1 x (irr-A3-10) + 5 x (irr-A3-15) + 1 x (irr-A3-45) + 2 x (irr-A3-64)
vtx-A03-249-160-36-b	Δ = 249	bi.bi = 160	b0.bi = 36	hypers = 6 x (irr-A3-15) + 1 x (irr-A3-20b) + 2 x (irr-A3-45) + 1 x (irr-A3-64)
vtx-A03-249-162-36-c	Δ = 249	bi.bi = 162	b0.bi = 36	hypers = 4 x (irr-A3-4) + 4 x (irr-A3-6) + 4 x (irr-A3-20b) + 4 x (irr-A3-20c) + 1 x (irr-A3-64)
vtx-A03-249-192-40-a	Δ = 249	bi.bi = 192	b0.bi = 40	hypers = 3 x (irr-A3-15) + 1 x (irr-A3-20b) + 3 x (irr-A3-45) + 1 x (irr-A3-64)
vtx-A03-249-192-40-b	Δ = 249	bi.bi = 192	b0.bi = 40	hypers = 1 x (irr-A3-6) + 1 x (irr-A3-10) + 2 x (irr-A3-15) + 2 x (irr-A3-45) + 2 x (irr-A3-64)
vtx-A03-249-192-40-c	Δ = 249	bi.bi = 192	b0.bi = 40	hypers = 1 x (irr-A3-4) + 3 x (irr-A3-20a) + 1 x (irr-A3-20b) + 4 x (irr-A3-45)
vtx-A03-249-220-42-b	Δ = 249	bi.bi = 220	b0.bi = 42	hypers = 3 x (irr-A3-10) + 5 x (irr-A3-20b) + 1 x (irr-A3-64) + 1 x (irr-A3-70)
vtx-A03-249-220-42-c	Δ = 249	bi.bi = 220	b0.bi = 42	hypers = 1 x (irr-A3-6) + 3 x (irr-A3-10) + 4 x (irr-A3-20b) + 1 x (irr-A3-64) + 1 x (irr-A3-84a)
vtx-A03-250-21-13	Δ = 250	bi.bi = 21	b0.bi = 13	hypers = 52 x (irr-A3-4) + 2 x (irr-A3-6) + 1 x (irr-A3-10) + 1 x (irr-A3-15) + 1 x (irr-A3-20b)
vtx-A03-250-25-15	Δ = 250	bi.bi = 25	b0.bi = 15	hypers = 20 x (irr-A3-4) + 20 x (irr-A3-6) + 5 x (irr-A3-10) + 1 x (irr-A3-15)
vtx-A03-250-27-15	Δ = 250	bi.bi = 27	b0.bi = 15	hypers = 34 x (irr-A3-4) + 9 x (irr-A3-6) + 2 x (irr-A3-10) + 1 x (irr-A3-15) + 2 x (irr-A3-20a)
vtx-A03-250-32-16	Δ = 250	bi.bi = 32	b0.bi = 16	hypers = 32 x (irr-A3-4) + 7 x (irr-A3-6) + 3 x (irr-A3-10) + 3 x (irr-A3-15) + 1 x (irr-A3-20b)
vtx-A03-250-33-17	Δ = 250	bi.bi = 33	b0.bi = 17	hypers = 15 x (irr-A3-4) + 15 x (irr-A3-6) + 2 x (irr-A3-10) + 5 x (irr-A3-15) + 1 x (irr-A3-20a)
vtx-A03-250-36-18	Δ = 250	bi.bi = 36	b0.bi = 18	hypers = 25 x (irr-A3-6) + 7 x (irr-A3-10) + 3 x (irr-A3-15)
vtx-A03-250-40-18-a	Δ = 250	bi.bi = 40	b0.bi = 18	hypers = 27 x (irr-A3-4) + 2 x (irr-A3-6) + 7 x (irr-A3-15) + 1 x (irr-A3-20a) + 1 x (irr-A3-20b)
vtx-A03-250-40-18-b	Δ = 250	bi.bi = 40	b0.bi = 18	hypers = 28 x (irr-A3-4) + 3 x (irr-A3-6) + 1 x (irr-A3-10) + 3 x (irr-A3-15) + 4 x (irr-A3-20a)
vtx-A03-250-45-19-a	Δ = 250	bi.bi = 45	b0.bi = 19	hypers = 26 x (irr-A3-4) + 1 x (irr-A3-6) + 2 x (irr-A3-10) + 5 x (irr-A3-15) + 2 x (irr-A3-20a) + 1 x (irr-A3-20b)
vtx-A03-250-45-19-b	Δ = 250	bi.bi = 45	b0.bi = 19	hypers = 27 x (irr-A3-4) + 2 x (irr-A3-6) + 3 x (irr-A3-10) + 1 x (irr-A3-15) + 5 x (irr-A3-20a)
vtx-A03-250-48-20	Δ = 250	bi.bi = 48	b0.bi = 20	hypers = 11 x (irr-A3-4) + 11 x (irr-A3-6) + 7 x (irr-A3-10) + 3 x (irr-A3-15) + 1 x (irr-A3-20a) + 1 x (irr-A3-20b)
vtx-A03-250-50-20	Δ = 250	bi.bi = 50	b0.bi = 20	hypers = 25 x (irr-A3-4) + 4 x (irr-A3-10) + 3 x (irr-A3-15) + 3 x (irr-A3-20a) + 1 x (irr-A3-20b)
vtx-A03-250-56-22-a	Δ = 250	bi.bi = 56	b0.bi = 22	hypers = 6 x (irr-A3-4) + 6 x (irr-A3-6) + 4 x (irr-A3-10) + 7 x (irr-A3-15) + 2 x (irr-A3-20a) + 1 x (irr-A3-20b)
vtx-A03-250-56-22-b	Δ = 250	bi.bi = 56	b0.bi = 22	hypers = 7 x (irr-A3-4) + 7 x (irr-A3-6) + 5 x (irr-A3-10) + 3 x (irr-A3-15) + 5 x (irr-A3-20a)
vtx-A03-250-63-23	Δ = 250	bi.bi = 63	b0.bi = 23	hypers = 7 x (irr-A3-4) + 7 x (irr-A3-6) + 12 x (irr-A3-10) + 1 x (irr-A3-15) + 1 x (irr-A3-20a) + 2 x (irr-A3-20b)
vtx-A03-250-64-24-a	Δ = 250	bi.bi = 64	b0.bi = 24	hypers = 15 x (irr-A3-15) + 2 x (irr-A3-20b)
vtx-A03-250-64-24-b	Δ = 250	bi.bi = 64	b0.bi = 24	hypers = 2 x (irr-A3-4) + 2 x (irr-A3-6) + 2 x (irr-A3-10) + 7 x (irr-A3-15) + 6 x (irr-A3-20a)
vtx-A03-250-64-24-c	Δ = 250	bi.bi = 64	b0.bi = 24	hypers = 1 x (irr-A3-4) + 1 x (irr-A3-6) + 1 x (irr-A3-10) + 11 x (irr-A3-15) + 3 x (irr-A3-20a) + 1 x (irr-A3-20b)
vtx-A03-250-72-24-a	Δ = 250	bi.bi = 72	b0.bi = 24	hypers = 6 x (irr-A3-4) + 6 x (irr-A3-6) + 2 x (irr-A3-10) + 7 x (irr-A3-15) + 1 x (irr-A3-20a) + 2 x (irr-A3-20b) + 1 x (irr-A3-20c)
vtx-A03-250-72-24-b	Δ = 250	bi.bi = 72	b0.bi = 24	hypers = 8 x (irr-A3-4) + 7 x (irr-A3-6) + 3 x (irr-A3-10) + 3 x (irr-A3-15) + 3 x (irr-A3-20a) + 1 x (irr-A3-20b) + 1 x (irr-A3-36)
vtx-A03-250-72-24-c	Δ = 250	bi.bi = 72	b0.bi = 24	hypers = 7 x (irr-A3-4) + 7 x (irr-A3-6) + 3 x (irr-A3-10) + 3 x (irr-A3-15) + 4 x (irr-A3-20a) + 1 x (irr-A3-20b) + 1 x (irr-A3-20c)
vtx-A03-250-72-24-d	Δ = 250	bi.bi = 72	b0.bi = 24	hypers = 7 x (irr-A3-4) + 6 x (irr-A3-6) + 2 x (irr-A3-10) + 7 x (irr-A3-15) + 2 x (irr-A3-20b) + 1 x (irr-A3-36)
vtx-A03-250-77-25-a	Δ = 250	bi.bi = 77	b0.bi = 25	hypers = 5 x (irr-A3-4) + 5 x (irr-A3-6) + 4 x (irr-A3-10) + 5 x (irr-A3-15) + 2 x (irr-A3-20a) + 2 x (irr-A3-20b) + 1 x (irr-A3-20c)
vtx-A03-250-77-25-b	Δ = 250	bi.bi = 77	b0.bi = 25	hypers = 7 x (irr-A3-4) + 6 x (irr-A3-6) + 5 x (irr-A3-10) + 1 x (irr-A3-15) + 4 x (irr-A3-20a) + 1 x (irr-A3-20b) + 1 x (irr-A3-36)
vtx-A03-250-77-25-c	Δ = 250	bi.bi = 77	b0.bi = 25	hypers = 6 x (irr-A3-4) + 6 x (irr-A3-6) + 5 x (irr-A3-10) + 1 x (irr-A3-15) + 5 x (irr-A3-20a) + 1 x (irr-A3-20b) + 1 x (irr-A3-20c)
vtx-A03-250-77-25-d	Δ = 250	bi.bi = 77	b0.bi = 25	hypers = 6 x (irr-A3-4) + 5 x (irr-A3-6) + 4 x (irr-A3-10) + 5 x (irr-A3-15) + 1 x (irr-A3-20a) + 2 x (irr-A3-20b) + 1 x (irr-A3-36)
vtx-A03-250-80-26-a	Δ = 250	bi.bi = 80	b0.bi = 26	hypers = 4 x (irr-A3-4) + 3 x (irr-A3-6) + 1 x (irr-A3-10) + 3 x (irr-A3-15) + 7 x (irr-A3-20a) + 1 x (irr-A3-36)
vtx-A03-250-80-26-b	Δ = 250	bi.bi = 80	b0.bi = 26	hypers = 2 x (irr-A3-4) + 2 x (irr-A3-6) + 7 x (irr-A3-15) + 5 x (irr-A3-20a) + 1 x (irr-A3-20b) + 1 x (irr-A3-20c)
