vtx-C03-63-n1-1	Δ = 63	bi.bi = -1	b0.bi = 1	hypers = 14 x (irr-C3-6-q)
vtx-C03-434-36-22	Δ = 434	bi.bi = 36	b0.bi = 22	hypers = 25 x (irr-C3-6-q) + 9 x (irr-C3-14b-q) + 7 x (irr-C3-14a) + 1 x (irr-C3-21) + 0.5 x (irr-C3-56-q) + 0.5 x (irr-C3-64-q)
vtx-C03-434-54-24	Δ = 434	bi.bi = 54	b0.bi = 24	hypers = 39 x (irr-C3-6-q) + 2.5 x (irr-C3-14b-q) + 3 x (irr-C3-14a) + 1 x (irr-C3-21) + 0.5 x (irr-C3-56-q) + 0.5 x (irr-C3-64-q) + 0.5 x (irr-C3-126a-q)
vtx-C03-435-27-21	Δ = 435	bi.bi = 27	b0.bi = 21	hypers = 6 x (irr-C3-6-q) + 24 x (irr-C3-14a) + 4 x (irr-C3-21)
vtx-C03-435-32-20	Δ = 435	bi.bi = 32	b0.bi = 20	hypers = 41 x (irr-C3-6-q) + 3 x (irr-C3-14b-q) + 4 x (irr-C3-14a) + 2 x (irr-C3-21) + 1 x (irr-C3-70)
vtx-C03-435-36-22-b	Δ = 435	bi.bi = 36	b0.bi = 22	hypers = 32 x (irr-C3-6-q) + 8 x (irr-C3-14b-q) + 1 x (irr-C3-14a) + 2 x (irr-C3-21) + 1.5 x (irr-C3-64-q)
vtx-C03-435-40-24-b	Δ = 435	bi.bi = 40	b0.bi = 24	hypers = 13 x (irr-C3-6-q) + 13 x (irr-C3-14b-q) + 6 x (irr-C3-14a) + 4 x (irr-C3-21) + 0.5 x (irr-C3-56-q)
vtx-C03-435-45-21	Δ = 435	bi.bi = 45	b0.bi = 21	hypers = 51.5 x (irr-C3-6-q) + 2 x (irr-C3-14b-q) + 2 x (irr-C3-14a) + 0.5 x (irr-C3-56-q) + 0.5 x (irr-C3-126a-q)
vtx-C03-435-51-23	Δ = 435	bi.bi = 51	b0.bi = 23	hypers = 41.5 x (irr-C3-6-q) + 6 x (irr-C3-14a) + 0.5 x (irr-C3-56-q) + 0.5 x (irr-C3-64-q) + 0.5 x (irr-C3-126a-q)
vtx-C03-435-60-26	Δ = 435	bi.bi = 60	b0.bi = 26	hypers = 23.5 x (irr-C3-6-q) + 2 x (irr-C3-14b-q) + 12 x (irr-C3-14a) + 1 x (irr-C3-56-q) + 0.5 x (irr-C3-126a-q)
vtx-C03-435-66-28-a	Δ = 435	bi.bi = 66	b0.bi = 28	hypers = 22.5 x (irr-C3-6-q) + 7.5 x (irr-C3-14b-q) + 5 x (irr-C3-14a) + 1 x (irr-C3-56-q) + 1 x (irr-C3-90)
vtx-C03-435-66-28-b	Δ = 435	bi.bi = 66	b0.bi = 28	hypers = 20 x (irr-C3-6-q) + 7.5 x (irr-C3-14b-q) + 5 x (irr-C3-14a) + 2 x (irr-C3-21) + 1 x (irr-C3-56-q) + 0.5 x (irr-C3-126a-q)
vtx-C03-435-88-30	Δ = 435	bi.bi = 88	b0.bi = 30	hypers = 30 x (irr-C3-6-q) + 7 x (irr-C3-14a) + 1 x (irr-C3-70) + 0.5 x (irr-C3-216-q)
vtx-C03-436-36-22	Δ = 436	bi.bi = 36	b0.bi = 22	hypers = 26.5 x (irr-C3-6-q) + 9.5 x (irr-C3-14b-q) + 6 x (irr-C3-14a) + 1 x (irr-C3-21) + 0.5 x (irr-C3-56-q) + 0.5 x (irr-C3-64-q)
vtx-C03-436-40-24-a	Δ = 436	bi.bi = 40	b0.bi = 24	hypers = 20 x (irr-C3-6-q) + 12 x (irr-C3-14b-q) + 5 x (irr-C3-21) + 1 x (irr-C3-64-q)
vtx-C03-436-54-24	Δ = 436	bi.bi = 54	b0.bi = 24	hypers = 40.5 x (irr-C3-6-q) + 3 x (irr-C3-14b-q) + 2 x (irr-C3-14a) + 1 x (irr-C3-21) + 0.5 x (irr-C3-56-q) + 0.5 x (irr-C3-64-q) + 0.5 x (irr-C3-126a-q)
vtx-C03-437-27-21	Δ = 437	bi.bi = 27	b0.bi = 21	hypers = 7.5 x (irr-C3-6-q) + 0.5 x (irr-C3-14b-q) + 23 x (irr-C3-14a) + 4 x (irr-C3-21)
vtx-C03-437-32-20	Δ = 437	bi.bi = 32	b0.bi = 20	hypers = 42.5 x (irr-C3-6-q) + 3.5 x (irr-C3-14b-q) + 3 x (irr-C3-14a) + 2 x (irr-C3-21) + 1 x (irr-C3-70)
vtx-C03-437-36-22-a	Δ = 437	bi.bi = 36	b0.bi = 22	hypers = 33.5 x (irr-C3-6-q) + 8.5 x (irr-C3-14b-q) + 2 x (irr-C3-21) + 1.5 x (irr-C3-64-q)
vtx-C03-437-40-24-b	Δ = 437	bi.bi = 40	b0.bi = 24	hypers = 14.5 x (irr-C3-6-q) + 13.5 x (irr-C3-14b-q) + 5 x (irr-C3-14a) + 4 x (irr-C3-21) + 0.5 x (irr-C3-56-q)
vtx-C03-437-45-21	Δ = 437	bi.bi = 45	b0.bi = 21	hypers = 53 x (irr-C3-6-q) + 2.5 x (irr-C3-14b-q) + 1 x (irr-C3-14a) + 0.5 x (irr-C3-56-q) + 0.5 x (irr-C3-126a-q)
vtx-C03-437-51-23	Δ = 437	bi.bi = 51	b0.bi = 23	hypers = 43 x (irr-C3-6-q) + 0.5 x (irr-C3-14b-q) + 5 x (irr-C3-14a) + 0.5 x (irr-C3-56-q) + 0.5 x (irr-C3-64-q) + 0.5 x (irr-C3-126a-q)
vtx-C03-437-60-26-c	Δ = 437	bi.bi = 60	b0.bi = 26	hypers = 25 x (irr-C3-6-q) + 2.5 x (irr-C3-14b-q) + 11 x (irr-C3-14a) + 1 x (irr-C3-56-q) + 0.5 x (irr-C3-126a-q)
vtx-C03-437-66-28-a	Δ = 437	bi.bi = 66	b0.bi = 28	hypers = 24 x (irr-C3-6-q) + 8 x (irr-C3-14b-q) + 4 x (irr-C3-14a) + 1 x (irr-C3-56-q) + 1 x (irr-C3-90)
vtx-C03-437-66-28-b	Δ = 437	bi.bi = 66	b0.bi = 28	hypers = 21.5 x (irr-C3-6-q) + 8 x (irr-C3-14b-q) + 4 x (irr-C3-14a) + 2 x (irr-C3-21) + 1 x (irr-C3-56-q) + 0.5 x (irr-C3-126a-q)
vtx-C03-437-88-30	Δ = 437	bi.bi = 88	b0.bi = 30	hypers = 31.5 x (irr-C3-6-q) + 0.5 x (irr-C3-14b-q) + 6 x (irr-C3-14a) + 1 x (irr-C3-70) + 0.5 x (irr-C3-216-q)
vtx-C03-438-36-22-b	Δ = 438	bi.bi = 36	b0.bi = 22	hypers = 28 x (irr-C3-6-q) + 10 x (irr-C3-14b-q) + 5 x (irr-C3-14a) + 1 x (irr-C3-21) + 0.5 x (irr-C3-56-q) + 0.5 x (irr-C3-64-q)
vtx-C03-438-54-24	Δ = 438	bi.bi = 54	b0.bi = 24	hypers = 42 x (irr-C3-6-q) + 3.5 x (irr-C3-14b-q) + 1 x (irr-C3-14a) + 1 x (irr-C3-21) + 0.5 x (irr-C3-56-q) + 0.5 x (irr-C3-64-q) + 0.5 x (irr-C3-126a-q)
vtx-C03-439-27-21	Δ = 439	bi.bi = 27	b0.bi = 21	hypers = 9 x (irr-C3-6-q) + 1 x (irr-C3-14b-q) + 22 x (irr-C3-14a) + 4 x (irr-C3-21)
vtx-C03-439-32-20	Δ = 439	bi.bi = 32	b0.bi = 20	hypers = 44 x (irr-C3-6-q) + 4 x (irr-C3-14b-q) + 2 x (irr-C3-14a) + 2 x (irr-C3-21) + 1 x (irr-C3-70)
vtx-C03-439-40-24-a	Δ = 439	bi.bi = 40	b0.bi = 24	hypers = 16 x (irr-C3-6-q) + 14 x (irr-C3-14b-q) + 4 x (irr-C3-14a) + 4 x (irr-C3-21) + 0.5 x (irr-C3-56-q)
vtx-C03-439-45-21	Δ = 439	bi.bi = 45	b0.bi = 21	hypers = 54.5 x (irr-C3-6-q) + 3 x (irr-C3-14b-q) + 0.5 x (irr-C3-56-q) + 0.5 x (irr-C3-126a-q)
vtx-C03-439-60-26	Δ = 439	bi.bi = 60	b0.bi = 26	hypers = 26.5 x (irr-C3-6-q) + 3 x (irr-C3-14b-q) + 10 x (irr-C3-14a) + 1 x (irr-C3-56-q) + 0.5 x (irr-C3-126a-q)
vtx-C03-439-66-28-b	Δ = 439	bi.bi = 66	b0.bi = 28	hypers = 23 x (irr-C3-6-q) + 8.5 x (irr-C3-14b-q) + 3 x (irr-C3-14a) + 2 x (irr-C3-21) + 1 x (irr-C3-56-q) + 0.5 x (irr-C3-126a-q)
vtx-C03-439-66-28-c	Δ = 439	bi.bi = 66	b0.bi = 28	hypers = 25.5 x (irr-C3-6-q) + 8.5 x (irr-C3-14b-q) + 3 x (irr-C3-14a) + 1 x (irr-C3-56-q) + 1 x (irr-C3-90)
vtx-C03-440-36-22-b	Δ = 440	bi.bi = 36	b0.bi = 22	hypers = 29.5 x (irr-C3-6-q) + 10.5 x (irr-C3-14b-q) + 4 x (irr-C3-14a) + 1 x (irr-C3-21) + 0.5 x (irr-C3-56-q) + 0.5 x (irr-C3-64-q)
vtx-C03-440-54-24	Δ = 440	bi.bi = 54	b0.bi = 24	hypers = 43.5 x (irr-C3-6-q) + 4 x (irr-C3-14b-q) + 1 x (irr-C3-21) + 0.5 x (irr-C3-56-q) + 0.5 x (irr-C3-64-q) + 0.5 x (irr-C3-126a-q)
vtx-C03-441-27-21	Δ = 441	bi.bi = 27	b0.bi = 21	hypers = 10.5 x (irr-C3-6-q) + 1.5 x (irr-C3-14b-q) + 21 x (irr-C3-14a) + 4 x (irr-C3-21)
vtx-C03-441-32-20	Δ = 441	bi.bi = 32	b0.bi = 20	hypers = 45.5 x (irr-C3-6-q) + 4.5 x (irr-C3-14b-q) + 1 x (irr-C3-14a) + 2 x (irr-C3-21) + 1 x (irr-C3-70)
vtx-C03-441-40-24-a	Δ = 441	bi.bi = 40	b0.bi = 24	hypers = 17.5 x (irr-C3-6-q) + 14.5 x (irr-C3-14b-q) + 3 x (irr-C3-14a) + 4 x (irr-C3-21) + 0.5 x (irr-C3-56-q)
vtx-C03-441-60-26	Δ = 441	bi.bi = 60	b0.bi = 26	hypers = 28 x (irr-C3-6-q) + 3.5 x (irr-C3-14b-q) + 9 x (irr-C3-14a) + 1 x (irr-C3-56-q) + 0.5 x (irr-C3-126a-q)
vtx-C03-441-66-28-a	Δ = 441	bi.bi = 66	b0.bi = 28	hypers = 27 x (irr-C3-6-q) + 9 x (irr-C3-14b-q) + 2 x (irr-C3-14a) + 1 x (irr-C3-56-q) + 1 x (irr-C3-90)
vtx-C03-441-66-28-b	Δ = 441	bi.bi = 66	b0.bi = 28	hypers = 24.5 x (irr-C3-6-q) + 9 x (irr-C3-14b-q) + 2 x (irr-C3-14a) + 2 x (irr-C3-21) + 1 x (irr-C3-56-q) + 0.5 x (irr-C3-126a-q)
vtx-C03-442-36-22-a	Δ = 442	bi.bi = 36	b0.bi = 22	hypers = 31 x (irr-C3-6-q) + 11 x (irr-C3-14b-q) + 3 x (irr-C3-14a) + 1 x (irr-C3-21) + 0.5 x (irr-C3-56-q) + 0.5 x (irr-C3-64-q)
vtx-C03-443-27-21	Δ = 443	bi.bi = 27	b0.bi = 21	hypers = 12 x (irr-C3-6-q) + 2 x (irr-C3-14b-q) + 20 x (irr-C3-14a) + 4 x (irr-C3-21)
vtx-C03-443-32-20	Δ = 443	bi.bi = 32	b0.bi = 20	hypers = 47 x (irr-C3-6-q) + 5 x (irr-C3-14b-q) + 2 x (irr-C3-21) + 1 x (irr-C3-70)
vtx-C03-443-60-26	Δ = 443	bi.bi = 60	b0.bi = 26	hypers = 29.5 x (irr-C3-6-q) + 4 x (irr-C3-14b-q) + 8 x (irr-C3-14a) + 1 x (irr-C3-56-q) + 0.5 x (irr-C3-126a-q)
vtx-C03-443-66-28-b	Δ = 443	bi.bi = 66	b0.bi = 28	hypers = 26 x (irr-C3-6-q) + 9.5 x (irr-C3-14b-q) + 1 x (irr-C3-14a) + 2 x (irr-C3-21) + 1 x (irr-C3-56-q) + 0.5 x (irr-C3-126a-q)
vtx-C03-443-66-28-c	Δ = 443	bi.bi = 66	b0.bi = 28	hypers = 28.5 x (irr-C3-6-q) + 9.5 x (irr-C3-14b-q) + 1 x (irr-C3-14a) + 1 x (irr-C3-56-q) + 1 x (irr-C3-90)
vtx-C03-444-36-22-a	Δ = 444	bi.bi = 36	b0.bi = 22	hypers = 32.5 x (irr-C3-6-q) + 11.5 x (irr-C3-14b-q) + 2 x (irr-C3-14a) + 1 x (irr-C3-21) + 0.5 x (irr-C3-56-q) + 0.5 x (irr-C3-64-q)
vtx-C03-445-27-21	Δ = 445	bi.bi = 27	b0.bi = 21	hypers = 13.5 x (irr-C3-6-q) + 2.5 x (irr-C3-14b-q) + 19 x (irr-C3-14a) + 4 x (irr-C3-21)
vtx-C03-445-40-24-c	Δ = 445	bi.bi = 40	b0.bi = 24	hypers = 20.5 x (irr-C3-6-q) + 15.5 x (irr-C3-14b-q) + 1 x (irr-C3-14a) + 4 x (irr-C3-21) + 0.5 x (irr-C3-56-q)
vtx-C03-445-60-26	Δ = 445	bi.bi = 60	b0.bi = 26	hypers = 31 x (irr-C3-6-q) + 4.5 x (irr-C3-14b-q) + 7 x (irr-C3-14a) + 1 x (irr-C3-56-q) + 0.5 x (irr-C3-126a-q)
vtx-C03-445-66-28-b	Δ = 445	bi.bi = 66	b0.bi = 28	hypers = 30 x (irr-C3-6-q) + 10 x (irr-C3-14b-q) + 1 x (irr-C3-56-q) + 1 x (irr-C3-90)
vtx-C03-445-66-28-d	Δ = 445	bi.bi = 66	b0.bi = 28	hypers = 27.5 x (irr-C3-6-q) + 10 x (irr-C3-14b-q) + 2 x (irr-C3-21) + 1 x (irr-C3-56-q) + 0.5 x (irr-C3-126a-q)
vtx-C03-446-36-22-a	Δ = 446	bi.bi = 36	b0.bi = 22	hypers = 34 x (irr-C3-6-q) + 12 x (irr-C3-14b-q) + 1 x (irr-C3-14a) + 1 x (irr-C3-21) + 0.5 x (irr-C3-56-q) + 0.5 x (irr-C3-64-q)
vtx-C03-446-80-28	Δ = 446	bi.bi = 80	b0.bi = 28	hypers = 44 x (irr-C3-6-q) + 3 x (irr-C3-21) + 1 x (irr-C3-56-q) + 1 x (irr-C3-84)
vtx-C03-447-13-15	Δ = 447	bi.bi = 13	b0.bi = 15	hypers = 57 x (irr-C3-6-q) + 5 x (irr-C3-14b-q) + 4 x (irr-C3-14a)
vtx-C03-447-27-21	Δ = 447	bi.bi = 27	b0.bi = 21	hypers = 15 x (irr-C3-6-q) + 3 x (irr-C3-14b-q) + 18 x (irr-C3-14a) + 4 x (irr-C3-21)
vtx-C03-447-40-24-a	Δ = 447	bi.bi = 40	b0.bi = 24	hypers = 22 x (irr-C3-6-q) + 16 x (irr-C3-14b-q) + 4 x (irr-C3-21) + 0.5 x (irr-C3-56-q)
vtx-C03-447-51-23	Δ = 447	bi.bi = 51	b0.bi = 23	hypers = 50.5 x (irr-C3-6-q) + 3 x (irr-C3-14b-q) + 0.5 x (irr-C3-56-q) + 0.5 x (irr-C3-64-q) + 0.5 x (irr-C3-126a-q)
vtx-C03-447-60-26	Δ = 447	bi.bi = 60	b0.bi = 26	hypers = 32.5 x (irr-C3-6-q) + 5 x (irr-C3-14b-q) + 6 x (irr-C3-14a) + 1 x (irr-C3-56-q) + 0.5 x (irr-C3-126a-q)
vtx-C03-447-88-30	Δ = 447	bi.bi = 88	b0.bi = 30	hypers = 39 x (irr-C3-6-q) + 3 x (irr-C3-14b-q) + 1 x (irr-C3-14a) + 1 x (irr-C3-70) + 0.5 x (irr-C3-216-q)
vtx-C03-448-36-22-b	Δ = 448	bi.bi = 36	b0.bi = 22	hypers = 35.5 x (irr-C3-6-q) + 12.5 x (irr-C3-14b-q) + 1 x (irr-C3-21) + 0.5 x (irr-C3-56-q) + 0.5 x (irr-C3-64-q)
vtx-C03-449-13-15	Δ = 449	bi.bi = 13	b0.bi = 15	hypers = 58.5 x (irr-C3-6-q) + 5.5 x (irr-C3-14b-q) + 3 x (irr-C3-14a)
vtx-C03-449-27-21	Δ = 449	bi.bi = 27	b0.bi = 21	hypers = 16.5 x (irr-C3-6-q) + 3.5 x (irr-C3-14b-q) + 17 x (irr-C3-14a) + 4 x (irr-C3-21)
vtx-C03-449-40-24-a	Δ = 449	bi.bi = 40	b0.bi = 24	hypers = 17 x (irr-C3-6-q) + 9 x (irr-C3-14b-q) + 10 x (irr-C3-14a) + 2 x (irr-C3-21) + 0.5 x (irr-C3-56-q) + 0.5 x (irr-C3-64-q)
vtx-C03-449-60-26	Δ = 449	bi.bi = 60	b0.bi = 26	hypers = 34 x (irr-C3-6-q) + 5.5 x (irr-C3-14b-q) + 5 x (irr-C3-14a) + 1 x (irr-C3-56-q) + 0.5 x (irr-C3-126a-q)
vtx-C03-449-88-30	Δ = 449	bi.bi = 88	b0.bi = 30	hypers = 40.5 x (irr-C3-6-q) + 3.5 x (irr-C3-14b-q) + 1 x (irr-C3-70) + 0.5 x (irr-C3-216-q)
vtx-C03-451-13-15	Δ = 451	bi.bi = 13	b0.bi = 15	hypers = 60 x (irr-C3-6-q) + 6 x (irr-C3-14b-q) + 2 x (irr-C3-14a)
vtx-C03-451-27-21	Δ = 451	bi.bi = 27	b0.bi = 21	hypers = 18 x (irr-C3-6-q) + 4 x (irr-C3-14b-q) + 16 x (irr-C3-14a) + 4 x (irr-C3-21)
vtx-C03-451-40-24-b	Δ = 451	bi.bi = 40	b0.bi = 24	hypers = 18.5 x (irr-C3-6-q) + 9.5 x (irr-C3-14b-q) + 9 x (irr-C3-14a) + 2 x (irr-C3-21) + 0.5 x (irr-C3-56-q) + 0.5 x (irr-C3-64-q)
vtx-C03-451-60-26	Δ = 451	bi.bi = 60	b0.bi = 26	hypers = 35.5 x (irr-C3-6-q) + 6 x (irr-C3-14b-q) + 4 x (irr-C3-14a) + 1 x (irr-C3-56-q) + 0.5 x (irr-C3-126a-q)
vtx-C03-452-48-28	Δ = 452	bi.bi = 48	b0.bi = 28	hypers = 16 x (irr-C3-14b-q) + 2 x (irr-C3-14a) + 9 x (irr-C3-21) + 0.5 x (irr-C3-64-q)
vtx-C03-453-13-15	Δ = 453	bi.bi = 13	b0.bi = 15	hypers = 61.5 x (irr-C3-6-q) + 6.5 x (irr-C3-14b-q) + 1 x (irr-C3-14a)
vtx-C03-453-14-16	Δ = 453	bi.bi = 14	b0.bi = 16	hypers = 44 x (irr-C3-6-q) + 15 x (irr-C3-14a)
vtx-C03-453-27-21	Δ = 453	bi.bi = 27	b0.bi = 21	hypers = 19.5 x (irr-C3-6-q) + 4.5 x (irr-C3-14b-q) + 15 x (irr-C3-14a) + 4 x (irr-C3-21)
vtx-C03-453-32-20	Δ = 453	bi.bi = 32	b0.bi = 20	hypers = 48 x (irr-C3-6-q) + 6 x (irr-C3-14a) + 0.5 x (irr-C3-64-q) + 1 x (irr-C3-70)
vtx-C03-453-40-24-a	Δ = 453	bi.bi = 40	b0.bi = 24	hypers = 20 x (irr-C3-6-q) + 10 x (irr-C3-14b-q) + 8 x (irr-C3-14a) + 2 x (irr-C3-21) + 0.5 x (irr-C3-56-q) + 0.5 x (irr-C3-64-q)
vtx-C03-453-60-26	Δ = 453	bi.bi = 60	b0.bi = 26	hypers = 37 x (irr-C3-6-q) + 6.5 x (irr-C3-14b-q) + 3 x (irr-C3-14a) + 1 x (irr-C3-56-q) + 0.5 x (irr-C3-126a-q)
vtx-C03-454-48-28	Δ = 454	bi.bi = 48	b0.bi = 28	hypers = 1.5 x (irr-C3-6-q) + 16.5 x (irr-C3-14b-q) + 1 x (irr-C3-14a) + 9 x (irr-C3-21) + 0.5 x (irr-C3-64-q)
vtx-C03-455-13-15	Δ = 455	bi.bi = 13	b0.bi = 15	hypers = 63 x (irr-C3-6-q) + 7 x (irr-C3-14b-q)
vtx-C03-455-14-16	Δ = 455	bi.bi = 14	b0.bi = 16	hypers = 45.5 x (irr-C3-6-q) + 0.5 x (irr-C3-14b-q) + 14 x (irr-C3-14a)
vtx-C03-455-27-21	Δ = 455	bi.bi = 27	b0.bi = 21	hypers = 21 x (irr-C3-6-q) + 5 x (irr-C3-14b-q) + 14 x (irr-C3-14a) + 4 x (irr-C3-21)
vtx-C03-455-32-20	Δ = 455	bi.bi = 32	b0.bi = 20	hypers = 49.5 x (irr-C3-6-q) + 0.5 x (irr-C3-14b-q) + 5 x (irr-C3-14a) + 0.5 x (irr-C3-64-q) + 1 x (irr-C3-70)
vtx-C03-455-40-24-a	Δ = 455	bi.bi = 40	b0.bi = 24	hypers = 21.5 x (irr-C3-6-q) + 10.5 x (irr-C3-14b-q) + 7 x (irr-C3-14a) + 2 x (irr-C3-21) + 0.5 x (irr-C3-56-q) + 0.5 x (irr-C3-64-q)
vtx-C03-456-48-28	Δ = 456	bi.bi = 48	b0.bi = 28	hypers = 3 x (irr-C3-6-q) + 17 x (irr-C3-14b-q) + 9 x (irr-C3-21) + 0.5 x (irr-C3-64-q)
vtx-C03-457-14-16	Δ = 457	bi.bi = 14	b0.bi = 16	hypers = 47 x (irr-C3-6-q) + 1 x (irr-C3-14b-q) + 13 x (irr-C3-14a)
vtx-C03-457-27-21	Δ = 457	bi.bi = 27	b0.bi = 21	hypers = 22.5 x (irr-C3-6-q) + 5.5 x (irr-C3-14b-q) + 13 x (irr-C3-14a) + 4 x (irr-C3-21)
vtx-C03-457-32-20	Δ = 457	bi.bi = 32	b0.bi = 20	hypers = 51 x (irr-C3-6-q) + 1 x (irr-C3-14b-q) + 4 x (irr-C3-14a) + 0.5 x (irr-C3-64-q) + 1 x (irr-C3-70)
vtx-C03-457-40-24-c	Δ = 457	bi.bi = 40	b0.bi = 24	hypers = 23 x (irr-C3-6-q) + 11 x (irr-C3-14b-q) + 6 x (irr-C3-14a) + 2 x (irr-C3-21) + 0.5 x (irr-C3-56-q) + 0.5 x (irr-C3-64-q)
vtx-C03-457-60-26	Δ = 457	bi.bi = 60	b0.bi = 26	hypers = 40 x (irr-C3-6-q) + 7.5 x (irr-C3-14b-q) + 1 x (irr-C3-14a) + 1 x (irr-C3-56-q) + 0.5 x (irr-C3-126a-q)
vtx-C03-459-27-21	Δ = 459	bi.bi = 27	b0.bi = 21	hypers = 24 x (irr-C3-6-q) + 6 x (irr-C3-14b-q) + 12 x (irr-C3-14a) + 4 x (irr-C3-21)
vtx-C03-459-32-20	Δ = 459	bi.bi = 32	b0.bi = 20	hypers = 52.5 x (irr-C3-6-q) + 1.5 x (irr-C3-14b-q) + 3 x (irr-C3-14a) + 0.5 x (irr-C3-64-q) + 1 x (irr-C3-70)
vtx-C03-459-40-24-a	Δ = 459	bi.bi = 40	b0.bi = 24	hypers = 24.5 x (irr-C3-6-q) + 11.5 x (irr-C3-14b-q) + 5 x (irr-C3-14a) + 2 x (irr-C3-21) + 0.5 x (irr-C3-56-q) + 0.5 x (irr-C3-64-q)
vtx-C03-459-60-26	Δ = 459	bi.bi = 60	b0.bi = 26	hypers = 41.5 x (irr-C3-6-q) + 8 x (irr-C3-14b-q) + 1 x (irr-C3-56-q) + 0.5 x (irr-C3-126a-q)
vtx-C03-461-27-21	Δ = 461	bi.bi = 27	b0.bi = 21	hypers = 25.5 x (irr-C3-6-q) + 6.5 x (irr-C3-14b-q) + 11 x (irr-C3-14a) + 4 x (irr-C3-21)
vtx-C03-461-32-20	Δ = 461	bi.bi = 32	b0.bi = 20	hypers = 54 x (irr-C3-6-q) + 2 x (irr-C3-14b-q) + 2 x (irr-C3-14a) + 0.5 x (irr-C3-64-q) + 1 x (irr-C3-70)
vtx-C03-461-40-24-c	Δ = 461	bi.bi = 40	b0.bi = 24	hypers = 26 x (irr-C3-6-q) + 12 x (irr-C3-14b-q) + 4 x (irr-C3-14a) + 2 x (irr-C3-21) + 0.5 x (irr-C3-56-q) + 0.5 x (irr-C3-64-q)
vtx-C03-462-48-28	Δ = 462	bi.bi = 48	b0.bi = 28	hypers = 1 x (irr-C3-6-q) + 11 x (irr-C3-14b-q) + 8 x (irr-C3-14a) + 7 x (irr-C3-21) + 1 x (irr-C3-64-q)
vtx-C03-463-27-21	Δ = 463	bi.bi = 27	b0.bi = 21	hypers = 27 x (irr-C3-6-q) + 7 x (irr-C3-14b-q) + 10 x (irr-C3-14a) + 4 x (irr-C3-21)
vtx-C03-463-32-20	Δ = 463	bi.bi = 32	b0.bi = 20	hypers = 55.5 x (irr-C3-6-q) + 2.5 x (irr-C3-14b-q) + 1 x (irr-C3-14a) + 0.5 x (irr-C3-64-q) + 1 x (irr-C3-70)
vtx-C03-463-40-24-c	Δ = 463	bi.bi = 40	b0.bi = 24	hypers = 27.5 x (irr-C3-6-q) + 12.5 x (irr-C3-14b-q) + 3 x (irr-C3-14a) + 2 x (irr-C3-21) + 0.5 x (irr-C3-56-q) + 0.5 x (irr-C3-64-q)
vtx-C03-464-48-28	Δ = 464	bi.bi = 48	b0.bi = 28	hypers = 2.5 x (irr-C3-6-q) + 11.5 x (irr-C3-14b-q) + 7 x (irr-C3-14a) + 7 x (irr-C3-21) + 1 x (irr-C3-64-q)
vtx-C03-465-27-21-a	Δ = 465	bi.bi = 27	b0.bi = 21	hypers = 28.5 x (irr-C3-6-q) + 7.5 x (irr-C3-14b-q) + 9 x (irr-C3-14a) + 4 x (irr-C3-21)
vtx-C03-465-27-21-b	Δ = 465	bi.bi = 27	b0.bi = 21	hypers = 22 x (irr-C3-6-q) + 20 x (irr-C3-14a) + 2 x (irr-C3-21) + 0.5 x (irr-C3-64-q)
vtx-C03-465-32-20	Δ = 465	bi.bi = 32	b0.bi = 20	hypers = 57 x (irr-C3-6-q) + 3 x (irr-C3-14b-q) + 0.5 x (irr-C3-64-q) + 1 x (irr-C3-70)
vtx-C03-465-40-24-c	Δ = 465	bi.bi = 40	b0.bi = 24	hypers = 29 x (irr-C3-6-q) + 13 x (irr-C3-14b-q) + 2 x (irr-C3-14a) + 2 x (irr-C3-21) + 0.5 x (irr-C3-56-q) + 0.5 x (irr-C3-64-q)
vtx-C03-465-66-28	Δ = 465	bi.bi = 66	b0.bi = 28	hypers = 36 x (irr-C3-6-q) + 7.5 x (irr-C3-14b-q) + 1 x (irr-C3-14a) + 1 x (irr-C3-56-q) + 0.5 x (irr-C3-64-q) + 0.5 x (irr-C3-126a-q)
vtx-C03-466-48-28	Δ = 466	bi.bi = 48	b0.bi = 28	hypers = 4 x (irr-C3-6-q) + 12 x (irr-C3-14b-q) + 6 x (irr-C3-14a) + 7 x (irr-C3-21) + 1 x (irr-C3-64-q)
vtx-C03-467-27-21-a	Δ = 467	bi.bi = 27	b0.bi = 21	hypers = 23.5 x (irr-C3-6-q) + 0.5 x (irr-C3-14b-q) + 19 x (irr-C3-14a) + 2 x (irr-C3-21) + 0.5 x (irr-C3-64-q)
vtx-C03-467-27-21-b	Δ = 467	bi.bi = 27	b0.bi = 21	hypers = 30 x (irr-C3-6-q) + 8 x (irr-C3-14b-q) + 8 x (irr-C3-14a) + 4 x (irr-C3-21)
vtx-C03-467-40-24-b	Δ = 467	bi.bi = 40	b0.bi = 24	hypers = 30.5 x (irr-C3-6-q) + 13.5 x (irr-C3-14b-q) + 1 x (irr-C3-14a) + 2 x (irr-C3-21) + 0.5 x (irr-C3-56-q) + 0.5 x (irr-C3-64-q)
vtx-C03-467-66-28	Δ = 467	bi.bi = 66	b0.bi = 28	hypers = 37.5 x (irr-C3-6-q) + 8 x (irr-C3-14b-q) + 1 x (irr-C3-56-q) + 0.5 x (irr-C3-64-q) + 0.5 x (irr-C3-126a-q)
vtx-C03-468-35-19	Δ = 468	bi.bi = 35	b0.bi = 19	hypers = 67.5 x (irr-C3-6-q) + 1 x (irr-C3-21) + 0.5 x (irr-C3-126a-q)
