vtx-A05-37-n2-0	Δ = 37	bi.bi = -2	b0.bi = 0	hypers = 12 x (irr-A5-6)
vtx-A05-465-27-21-d	Δ = 465	bi.bi = 27	b0.bi = 21	hypers = 12 x (irr-A5-6) + 3 x (irr-A5-20-q) + 18 x (irr-A5-15) + 3 x (irr-A5-21) + 1 x (irr-A5-35)
vtx-A05-465-27-21-e	Δ = 465	bi.bi = 27	b0.bi = 21	hypers = 11 x (irr-A5-6) + 2.5 x (irr-A5-20-q) + 20 x (irr-A5-15) + 4 x (irr-A5-21)
vtx-A05-466-27-21-a	Δ = 466	bi.bi = 27	b0.bi = 21	hypers = 16 x (irr-A5-6) + 5 x (irr-A5-20-q) + 11 x (irr-A5-15) + 4 x (irr-A5-35)
vtx-A05-466-27-21-b	Δ = 466	bi.bi = 27	b0.bi = 21	hypers = 14 x (irr-A5-6) + 4 x (irr-A5-20-q) + 15 x (irr-A5-15) + 2 x (irr-A5-21) + 2 x (irr-A5-35)
vtx-A05-466-27-21-c	Δ = 466	bi.bi = 27	b0.bi = 21	hypers = 15 x (irr-A5-6) + 4.5 x (irr-A5-20-q) + 13 x (irr-A5-15) + 1 x (irr-A5-21) + 3 x (irr-A5-35)
vtx-A05-466-27-21-d	Δ = 466	bi.bi = 27	b0.bi = 21	hypers = 13 x (irr-A5-6) + 3.5 x (irr-A5-20-q) + 17 x (irr-A5-15) + 3 x (irr-A5-21) + 1 x (irr-A5-35)
vtx-A05-466-27-21-e	Δ = 466	bi.bi = 27	b0.bi = 21	hypers = 12 x (irr-A5-6) + 3 x (irr-A5-20-q) + 19 x (irr-A5-15) + 4 x (irr-A5-21)
vtx-A05-467-27-21-a	Δ = 467	bi.bi = 27	b0.bi = 21	hypers = 13 x (irr-A5-6) + 3.5 x (irr-A5-20-q) + 18 x (irr-A5-15) + 4 x (irr-A5-21)
vtx-A05-467-27-21-b	Δ = 467	bi.bi = 27	b0.bi = 21	hypers = 14 x (irr-A5-6) + 4 x (irr-A5-20-q) + 16 x (irr-A5-15) + 3 x (irr-A5-21) + 1 x (irr-A5-35)
vtx-A05-467-27-21-c	Δ = 467	bi.bi = 27	b0.bi = 21	hypers = 15 x (irr-A5-6) + 4.5 x (irr-A5-20-q) + 14 x (irr-A5-15) + 2 x (irr-A5-21) + 2 x (irr-A5-35)
vtx-A05-467-27-21-d	Δ = 467	bi.bi = 27	b0.bi = 21	hypers = 16 x (irr-A5-6) + 5 x (irr-A5-20-q) + 12 x (irr-A5-15) + 1 x (irr-A5-21) + 3 x (irr-A5-35)
vtx-A05-467-27-21-e	Δ = 467	bi.bi = 27	b0.bi = 21	hypers = 17 x (irr-A5-6) + 5.5 x (irr-A5-20-q) + 10 x (irr-A5-15) + 4 x (irr-A5-35)
vtx-A05-468-27-21-a	Δ = 468	bi.bi = 27	b0.bi = 21	hypers = 18 x (irr-A5-6) + 6 x (irr-A5-20-q) + 9 x (irr-A5-15) + 4 x (irr-A5-35)
vtx-A05-468-27-21-b	Δ = 468	bi.bi = 27	b0.bi = 21	hypers = 17 x (irr-A5-6) + 5.5 x (irr-A5-20-q) + 11 x (irr-A5-15) + 1 x (irr-A5-21) + 3 x (irr-A5-35)
vtx-A05-468-27-21-c	Δ = 468	bi.bi = 27	b0.bi = 21	hypers = 16 x (irr-A5-6) + 5 x (irr-A5-20-q) + 13 x (irr-A5-15) + 2 x (irr-A5-21) + 2 x (irr-A5-35)
vtx-A05-468-27-21-d	Δ = 468	bi.bi = 27	b0.bi = 21	hypers = 15 x (irr-A5-6) + 4.5 x (irr-A5-20-q) + 15 x (irr-A5-15) + 3 x (irr-A5-21) + 1 x (irr-A5-35)
vtx-A05-468-27-21-e	Δ = 468	bi.bi = 27	b0.bi = 21	hypers = 14 x (irr-A5-6) + 4 x (irr-A5-20-q) + 17 x (irr-A5-15) + 4 x (irr-A5-21)
vtx-A05-469-14-16	Δ = 469	bi.bi = 14	b0.bi = 16	hypers = 44 x (irr-A5-6) + 16 x (irr-A5-15)
vtx-A05-469-27-21-a	Δ = 469	bi.bi = 27	b0.bi = 21	hypers = 17 x (irr-A5-6) + 5.5 x (irr-A5-20-q) + 12 x (irr-A5-15) + 2 x (irr-A5-21) + 2 x (irr-A5-35)
vtx-A05-469-27-21-b	Δ = 469	bi.bi = 27	b0.bi = 21	hypers = 19 x (irr-A5-6) + 6.5 x (irr-A5-20-q) + 8 x (irr-A5-15) + 4 x (irr-A5-35)
vtx-A05-469-27-21-c	Δ = 469	bi.bi = 27	b0.bi = 21	hypers = 18 x (irr-A5-6) + 6 x (irr-A5-20-q) + 10 x (irr-A5-15) + 1 x (irr-A5-21) + 3 x (irr-A5-35)
vtx-A05-469-27-21-d	Δ = 469	bi.bi = 27	b0.bi = 21	hypers = 16 x (irr-A5-6) + 5 x (irr-A5-20-q) + 14 x (irr-A5-15) + 3 x (irr-A5-21) + 1 x (irr-A5-35)
vtx-A05-469-27-21-e	Δ = 469	bi.bi = 27	b0.bi = 21	hypers = 15 x (irr-A5-6) + 4.5 x (irr-A5-20-q) + 16 x (irr-A5-15) + 4 x (irr-A5-21)
vtx-A05-470-14-16	Δ = 470	bi.bi = 14	b0.bi = 16	hypers = 45 x (irr-A5-6) + 0.5 x (irr-A5-20-q) + 15 x (irr-A5-15)
vtx-A05-470-27-21-a	Δ = 470	bi.bi = 27	b0.bi = 21	hypers = 16 x (irr-A5-6) + 5 x (irr-A5-20-q) + 15 x (irr-A5-15) + 4 x (irr-A5-21)
vtx-A05-470-27-21-b	Δ = 470	bi.bi = 27	b0.bi = 21	hypers = 17 x (irr-A5-6) + 5.5 x (irr-A5-20-q) + 13 x (irr-A5-15) + 3 x (irr-A5-21) + 1 x (irr-A5-35)
vtx-A05-470-27-21-c	Δ = 470	bi.bi = 27	b0.bi = 21	hypers = 18 x (irr-A5-6) + 6 x (irr-A5-20-q) + 11 x (irr-A5-15) + 2 x (irr-A5-21) + 2 x (irr-A5-35)
vtx-A05-470-27-21-d	Δ = 470	bi.bi = 27	b0.bi = 21	hypers = 19 x (irr-A5-6) + 6.5 x (irr-A5-20-q) + 9 x (irr-A5-15) + 1 x (irr-A5-21) + 3 x (irr-A5-35)
vtx-A05-470-27-21-e	Δ = 470	bi.bi = 27	b0.bi = 21	hypers = 20 x (irr-A5-6) + 7 x (irr-A5-20-q) + 7 x (irr-A5-15) + 4 x (irr-A5-35)
vtx-A05-471-14-16	Δ = 471	bi.bi = 14	b0.bi = 16	hypers = 46 x (irr-A5-6) + 1 x (irr-A5-20-q) + 14 x (irr-A5-15)
vtx-A05-471-27-21-a	Δ = 471	bi.bi = 27	b0.bi = 21	hypers = 17 x (irr-A5-6) + 5.5 x (irr-A5-20-q) + 14 x (irr-A5-15) + 4 x (irr-A5-21)
vtx-A05-471-27-21-b	Δ = 471	bi.bi = 27	b0.bi = 21	hypers = 18 x (irr-A5-6) + 6 x (irr-A5-20-q) + 12 x (irr-A5-15) + 3 x (irr-A5-21) + 1 x (irr-A5-35)
vtx-A05-471-27-21-c	Δ = 471	bi.bi = 27	b0.bi = 21	hypers = 19 x (irr-A5-6) + 6.5 x (irr-A5-20-q) + 10 x (irr-A5-15) + 2 x (irr-A5-21) + 2 x (irr-A5-35)
vtx-A05-471-27-21-d	Δ = 471	bi.bi = 27	b0.bi = 21	hypers = 20 x (irr-A5-6) + 7 x (irr-A5-20-q) + 8 x (irr-A5-15) + 1 x (irr-A5-21) + 3 x (irr-A5-35)
vtx-A05-471-27-21-e	Δ = 471	bi.bi = 27	b0.bi = 21	hypers = 21 x (irr-A5-6) + 7.5 x (irr-A5-20-q) + 6 x (irr-A5-15) + 4 x (irr-A5-35)
vtx-A05-472-27-21-a	Δ = 472	bi.bi = 27	b0.bi = 21	hypers = 18 x (irr-A5-6) + 6 x (irr-A5-20-q) + 13 x (irr-A5-15) + 4 x (irr-A5-21)
vtx-A05-472-27-21-b	Δ = 472	bi.bi = 27	b0.bi = 21	hypers = 19 x (irr-A5-6) + 6.5 x (irr-A5-20-q) + 11 x (irr-A5-15) + 3 x (irr-A5-21) + 1 x (irr-A5-35)
vtx-A05-472-27-21-c	Δ = 472	bi.bi = 27	b0.bi = 21	hypers = 20 x (irr-A5-6) + 7 x (irr-A5-20-q) + 9 x (irr-A5-15) + 2 x (irr-A5-21) + 2 x (irr-A5-35)
vtx-A05-472-27-21-d	Δ = 472	bi.bi = 27	b0.bi = 21	hypers = 21 x (irr-A5-6) + 7.5 x (irr-A5-20-q) + 7 x (irr-A5-15) + 1 x (irr-A5-21) + 3 x (irr-A5-35)
vtx-A05-472-27-21-e	Δ = 472	bi.bi = 27	b0.bi = 21	hypers = 22 x (irr-A5-6) + 8 x (irr-A5-20-q) + 5 x (irr-A5-15) + 4 x (irr-A5-35)
vtx-A05-473-27-21-a	Δ = 473	bi.bi = 27	b0.bi = 21	hypers = 23 x (irr-A5-6) + 8.5 x (irr-A5-20-q) + 4 x (irr-A5-15) + 4 x (irr-A5-35)
vtx-A05-473-27-21-b	Δ = 473	bi.bi = 27	b0.bi = 21	hypers = 22 x (irr-A5-6) + 8 x (irr-A5-20-q) + 6 x (irr-A5-15) + 1 x (irr-A5-21) + 3 x (irr-A5-35)
vtx-A05-473-27-21-c	Δ = 473	bi.bi = 27	b0.bi = 21	hypers = 20 x (irr-A5-6) + 7 x (irr-A5-20-q) + 10 x (irr-A5-15) + 3 x (irr-A5-21) + 1 x (irr-A5-35)
vtx-A05-473-27-21-d	Δ = 473	bi.bi = 27	b0.bi = 21	hypers = 19 x (irr-A5-6) + 6.5 x (irr-A5-20-q) + 12 x (irr-A5-15) + 4 x (irr-A5-21)
vtx-A05-473-27-21-e	Δ = 473	bi.bi = 27	b0.bi = 21	hypers = 21 x (irr-A5-6) + 7.5 x (irr-A5-20-q) + 8 x (irr-A5-15) + 2 x (irr-A5-21) + 2 x (irr-A5-35)
vtx-A05-474-27-21-a	Δ = 474	bi.bi = 27	b0.bi = 21	hypers = 24 x (irr-A5-6) + 9 x (irr-A5-20-q) + 3 x (irr-A5-15) + 4 x (irr-A5-35)
vtx-A05-474-27-21-b	Δ = 474	bi.bi = 27	b0.bi = 21	hypers = 23 x (irr-A5-6) + 8.5 x (irr-A5-20-q) + 5 x (irr-A5-15) + 1 x (irr-A5-21) + 3 x (irr-A5-35)
vtx-A05-474-27-21-c	Δ = 474	bi.bi = 27	b0.bi = 21	hypers = 22 x (irr-A5-6) + 8 x (irr-A5-20-q) + 7 x (irr-A5-15) + 2 x (irr-A5-21) + 2 x (irr-A5-35)
vtx-A05-474-27-21-d	Δ = 474	bi.bi = 27	b0.bi = 21	hypers = 21 x (irr-A5-6) + 7.5 x (irr-A5-20-q) + 9 x (irr-A5-15) + 3 x (irr-A5-21) + 1 x (irr-A5-35)
vtx-A05-474-27-21-e	Δ = 474	bi.bi = 27	b0.bi = 21	hypers = 20 x (irr-A5-6) + 7 x (irr-A5-20-q) + 11 x (irr-A5-15) + 4 x (irr-A5-21)
vtx-A05-475-27-21-a	Δ = 475	bi.bi = 27	b0.bi = 21	hypers = 21 x (irr-A5-6) + 7.5 x (irr-A5-20-q) + 10 x (irr-A5-15) + 4 x (irr-A5-21)
vtx-A05-475-27-21-b	Δ = 475	bi.bi = 27	b0.bi = 21	hypers = 23 x (irr-A5-6) + 8.5 x (irr-A5-20-q) + 6 x (irr-A5-15) + 2 x (irr-A5-21) + 2 x (irr-A5-35)
vtx-A05-475-27-21-c	Δ = 475	bi.bi = 27	b0.bi = 21	hypers = 22 x (irr-A5-6) + 8 x (irr-A5-20-q) + 8 x (irr-A5-15) + 3 x (irr-A5-21) + 1 x (irr-A5-35)
vtx-A05-475-27-21-d	Δ = 475	bi.bi = 27	b0.bi = 21	hypers = 24 x (irr-A5-6) + 9 x (irr-A5-20-q) + 4 x (irr-A5-15) + 1 x (irr-A5-21) + 3 x (irr-A5-35)
vtx-A05-475-27-21-e	Δ = 475	bi.bi = 27	b0.bi = 21	hypers = 25 x (irr-A5-6) + 9.5 x (irr-A5-20-q) + 2 x (irr-A5-15) + 4 x (irr-A5-35)
vtx-A05-476-27-21-a	Δ = 476	bi.bi = 27	b0.bi = 21	hypers = 26 x (irr-A5-6) + 10 x (irr-A5-20-q) + 1 x (irr-A5-15) + 4 x (irr-A5-35)
vtx-A05-476-27-21-b	Δ = 476	bi.bi = 27	b0.bi = 21	hypers = 25 x (irr-A5-6) + 9.5 x (irr-A5-20-q) + 3 x (irr-A5-15) + 1 x (irr-A5-21) + 3 x (irr-A5-35)
vtx-A05-476-27-21-c	Δ = 476	bi.bi = 27	b0.bi = 21	hypers = 23 x (irr-A5-6) + 8.5 x (irr-A5-20-q) + 7 x (irr-A5-15) + 3 x (irr-A5-21) + 1 x (irr-A5-35)
vtx-A05-476-27-21-d	Δ = 476	bi.bi = 27	b0.bi = 21	hypers = 22 x (irr-A5-6) + 8 x (irr-A5-20-q) + 9 x (irr-A5-15) + 4 x (irr-A5-21)
vtx-A05-476-27-21-e	Δ = 476	bi.bi = 27	b0.bi = 21	hypers = 24 x (irr-A5-6) + 9 x (irr-A5-20-q) + 5 x (irr-A5-15) + 2 x (irr-A5-21) + 2 x (irr-A5-35)
vtx-A05-477-27-21-a	Δ = 477	bi.bi = 27	b0.bi = 21	hypers = 23 x (irr-A5-6) + 8.5 x (irr-A5-20-q) + 8 x (irr-A5-15) + 4 x (irr-A5-21)
vtx-A05-477-27-21-b	Δ = 477	bi.bi = 27	b0.bi = 21	hypers = 27 x (irr-A5-6) + 10.5 x (irr-A5-20-q) + 4 x (irr-A5-35)
vtx-A05-477-27-21-c	Δ = 477	bi.bi = 27	b0.bi = 21	hypers = 26 x (irr-A5-6) + 10 x (irr-A5-20-q) + 2 x (irr-A5-15) + 1 x (irr-A5-21) + 3 x (irr-A5-35)
vtx-A05-477-27-21-d	Δ = 477	bi.bi = 27	b0.bi = 21	hypers = 25 x (irr-A5-6) + 9.5 x (irr-A5-20-q) + 4 x (irr-A5-15) + 2 x (irr-A5-21) + 2 x (irr-A5-35)
vtx-A05-477-27-21-e	Δ = 477	bi.bi = 27	b0.bi = 21	hypers = 24 x (irr-A5-6) + 9 x (irr-A5-20-q) + 6 x (irr-A5-15) + 3 x (irr-A5-21) + 1 x (irr-A5-35)
vtx-A05-478-27-21-a	Δ = 478	bi.bi = 27	b0.bi = 21	hypers = 24 x (irr-A5-6) + 9 x (irr-A5-20-q) + 7 x (irr-A5-15) + 4 x (irr-A5-21)
vtx-A05-478-27-21-b	Δ = 478	bi.bi = 27	b0.bi = 21	hypers = 25 x (irr-A5-6) + 9.5 x (irr-A5-20-q) + 5 x (irr-A5-15) + 3 x (irr-A5-21) + 1 x (irr-A5-35)
vtx-A05-478-27-21-c	Δ = 478	bi.bi = 27	b0.bi = 21	hypers = 26 x (irr-A5-6) + 10 x (irr-A5-20-q) + 3 x (irr-A5-15) + 2 x (irr-A5-21) + 2 x (irr-A5-35)
vtx-A05-478-27-21-d	Δ = 478	bi.bi = 27	b0.bi = 21	hypers = 27 x (irr-A5-6) + 10.5 x (irr-A5-20-q) + 1 x (irr-A5-15) + 1 x (irr-A5-21) + 3 x (irr-A5-35)
vtx-A05-479-27-21-a	Δ = 479	bi.bi = 27	b0.bi = 21	hypers = 27 x (irr-A5-6) + 10.5 x (irr-A5-20-q) + 2 x (irr-A5-15) + 2 x (irr-A5-21) + 2 x (irr-A5-35)
vtx-A05-479-27-21-b	Δ = 479	bi.bi = 27	b0.bi = 21	hypers = 26 x (irr-A5-6) + 10 x (irr-A5-20-q) + 4 x (irr-A5-15) + 3 x (irr-A5-21) + 1 x (irr-A5-35)
vtx-A05-479-27-21-c	Δ = 479	bi.bi = 27	b0.bi = 21	hypers = 25 x (irr-A5-6) + 9.5 x (irr-A5-20-q) + 6 x (irr-A5-15) + 4 x (irr-A5-21)
vtx-A05-479-27-21-d	Δ = 479	bi.bi = 27	b0.bi = 21	hypers = 28 x (irr-A5-6) + 11 x (irr-A5-20-q) + 1 x (irr-A5-21) + 3 x (irr-A5-35)
vtx-A05-480-27-21-a	Δ = 480	bi.bi = 27	b0.bi = 21	hypers = 28 x (irr-A5-6) + 11 x (irr-A5-20-q) + 1 x (irr-A5-15) + 2 x (irr-A5-21) + 2 x (irr-A5-35)
vtx-A05-480-27-21-b	Δ = 480	bi.bi = 27	b0.bi = 21	hypers = 27 x (irr-A5-6) + 10.5 x (irr-A5-20-q) + 3 x (irr-A5-15) + 3 x (irr-A5-21) + 1 x (irr-A5-35)
vtx-A05-480-27-21-c	Δ = 480	bi.bi = 27	b0.bi = 21	hypers = 26 x (irr-A5-6) + 10 x (irr-A5-20-q) + 5 x (irr-A5-15) + 4 x (irr-A5-21)
vtx-A05-481-27-21-a	Δ = 481	bi.bi = 27	b0.bi = 21	hypers = 27 x (irr-A5-6) + 10.5 x (irr-A5-20-q) + 4 x (irr-A5-15) + 4 x (irr-A5-21)
vtx-A05-481-27-21-b	Δ = 481	bi.bi = 27	b0.bi = 21	hypers = 28 x (irr-A5-6) + 11 x (irr-A5-20-q) + 2 x (irr-A5-15) + 3 x (irr-A5-21) + 1 x (irr-A5-35)
vtx-A05-481-27-21-c	Δ = 481	bi.bi = 27	b0.bi = 21	hypers = 29 x (irr-A5-6) + 11.5 x (irr-A5-20-q) + 2 x (irr-A5-21) + 2 x (irr-A5-35)
vtx-A05-482-27-21-a	Δ = 482	bi.bi = 27	b0.bi = 21	hypers = 29 x (irr-A5-6) + 11.5 x (irr-A5-20-q) + 1 x (irr-A5-15) + 3 x (irr-A5-21) + 1 x (irr-A5-35)
vtx-A05-482-27-21-b	Δ = 482	bi.bi = 27	b0.bi = 21	hypers = 28 x (irr-A5-6) + 11 x (irr-A5-20-q) + 3 x (irr-A5-15) + 4 x (irr-A5-21)
vtx-A05-483-14-16	Δ = 483	bi.bi = 14	b0.bi = 16	hypers = 58 x (irr-A5-6) + 7 x (irr-A5-20-q) + 2 x (irr-A5-15)
vtx-A05-483-27-21-a	Δ = 483	bi.bi = 27	b0.bi = 21	hypers = 29 x (irr-A5-6) + 11.5 x (irr-A5-20-q) + 2 x (irr-A5-15) + 4 x (irr-A5-21)
vtx-A05-483-27-21-b	Δ = 483	bi.bi = 27	b0.bi = 21	hypers = 30 x (irr-A5-6) + 12 x (irr-A5-20-q) + 3 x (irr-A5-21) + 1 x (irr-A5-35)
vtx-A05-484-14-16	Δ = 484	bi.bi = 14	b0.bi = 16	hypers = 59 x (irr-A5-6) + 7.5 x (irr-A5-20-q) + 1 x (irr-A5-15)
vtx-A05-484-27-21	Δ = 484	bi.bi = 27	b0.bi = 21	hypers = 30 x (irr-A5-6) + 12 x (irr-A5-20-q) + 1 x (irr-A5-15) + 4 x (irr-A5-21)
vtx-A05-485-14-16	Δ = 485	bi.bi = 14	b0.bi = 16	hypers = 60 x (irr-A5-6) + 8 x (irr-A5-20-q)
vtx-A05-485-27-21	Δ = 485	bi.bi = 27	b0.bi = 21	hypers = 31 x (irr-A5-6) + 12.5 x (irr-A5-20-q) + 4 x (irr-A5-21)
vtx-A05-541-16-18	Δ = 541	bi.bi = 16	b0.bi = 18	hypers = 66 x (irr-A5-6) + 9 x (irr-A5-20-q)
